"selected_quarter","fast_ma","ma_diff","signal_estimator","window_regime","treshold_regime","volat_param","m_exit","m_diff","instrument_name","group_data","p_val","tr_cost","stats_mm","stats_mr","stats_fl"
"2023_Q2",24,70,"median",59,0.05665,82,1.23796,0.7566,"SP",1,50,12,-3.64033489108597,0,-6.60595269359651
"2023_Q4",24,70,"median",59,0.05665,82,1.23796,0.7566,"SP",1,50,12,22.8717476756949,-6.24025936226293,22.8717476756949
"2024_Q1",24,70,"median",59,0.05665,82,1.23796,0.7566,"SP",1,50,12,-5.26470721897497,10.3784916655522,-5.31369188209236
"2024_Q2",24,70,"median",59,0.05665,82,1.23796,0.7566,"SP",1,50,12,12.205601625806,-6.99527563991582,12.205601625806
"2022_Q1",21,72,"median",58,0.05394,80,1.83991,1.7232,"SP",1,50,12,0,0,0
"2022_Q3",21,72,"median",58,0.05394,80,1.83991,1.7232,"SP",1,50,12,0,0,0
"2022_Q4",21,72,"median",58,0.05394,80,1.83991,1.7232,"SP",1,50,12,0,0,0
"2023_Q2",21,72,"median",58,0.05394,80,1.83991,1.7232,"SP",1,50,12,0,0,0
"2023_Q4",21,72,"median",58,0.05394,80,1.83991,1.7232,"SP",1,50,12,0,0,0
"2024_Q1",21,72,"median",58,0.05394,80,1.83991,1.7232,"SP",1,50,12,0,0,0
"2024_Q2",21,72,"median",58,0.05394,80,1.83991,1.7232,"SP",1,50,12,0,0,0
"2022_Q1",26,49,"median",44,0.13443,89,1.27569,0.80036,"SP",1,50,12,8.54417359747229,-3.36130011536113,8.54417359747229
"2022_Q3",26,49,"median",44,0.13443,89,1.27569,0.80036,"SP",1,50,12,62.9035576628447,-6.7935253279254,62.9035576628447
"2022_Q4",26,49,"median",44,0.13443,89,1.27569,0.80036,"SP",1,50,12,-5.06496403445147,16.4251574647828,-5.06496403445147
"2023_Q2",26,49,"median",44,0.13443,89,1.27569,0.80036,"SP",1,50,12,-4.3429500288303,0,-6.71468130416371
"2023_Q4",26,49,"median",44,0.13443,89,1.27569,0.80036,"SP",1,50,12,50.1511689001863,-3.6243662822275,50.1511689001863
"2024_Q1",26,49,"median",44,0.13443,89,1.27569,0.80036,"SP",1,50,12,-1.22963917995701,1.39553867108634,-1.37141128487917
"2024_Q2",26,49,"median",44,0.13443,89,1.27569,0.80036,"SP",1,50,12,0,0,0
"2022_Q1",27,47,"median",40,0.12145,97,1.58472,1.3877,"SP",1,50,12,0,0,0
"2022_Q3",27,47,"median",40,0.12145,97,1.58472,1.3877,"SP",1,50,12,0,0,0
"2022_Q4",27,47,"median",40,0.12145,97,1.58472,1.3877,"SP",1,50,12,0,0,0
"2023_Q2",27,47,"median",40,0.12145,97,1.58472,1.3877,"SP",1,50,12,0,0,0
"2023_Q4",27,47,"median",40,0.12145,97,1.58472,1.3877,"SP",1,50,12,0,0,0
"2024_Q1",27,47,"median",40,0.12145,97,1.58472,1.3877,"SP",1,50,12,0,0,0
"2024_Q2",27,47,"median",40,0.12145,97,1.58472,1.3877,"SP",1,50,12,0,0,0
"2022_Q1",16,35,"median",46,0.05111,90,1.2673,0.34907,"SP",1,50,12,36.6592456158068,-11.2219266702831,36.5147040816646
"2022_Q3",16,35,"median",46,0.05111,90,1.2673,0.34907,"SP",1,50,12,26.8509285370385,-10.7452607871804,26.6064235432304
"2022_Q4",16,35,"median",46,0.05111,90,1.2673,0.34907,"SP",1,50,12,-1.07012930252159,-0.593884602170754,-1.14173133043297
"2023_Q2",16,35,"median",46,0.05111,90,1.2673,0.34907,"SP",1,50,12,-1.32409578792663,-1.97139021182078,-6.80137812352764
"2023_Q4",16,35,"median",46,0.05111,90,1.2673,0.34907,"SP",1,50,12,1.07945072182048,-3.9972467558417,0.933150779825884
"2024_Q1",16,35,"median",46,0.05111,90,1.2673,0.34907,"SP",1,50,12,-4.64615158015251,2.04279844132163,-4.78648048373614
"2024_Q2",16,35,"median",46,0.05111,90,1.2673,0.34907,"SP",1,50,12,12.7689202818748,-7.94990077241502,12.3129745436741
"2022_Q1",26,51,"median",57,0.14995,74,1.51417,0.1023,"SP",1,50,12,111.949320982691,-12.8718488821714,111.647075657593
"2022_Q3",26,51,"median",57,0.14995,74,1.51417,0.1023,"SP",1,50,12,28.0659556938217,-11.3675530667636,27.9845540507127
"2022_Q4",26,51,"median",57,0.14995,74,1.51417,0.1023,"SP",1,50,12,13.2815251049605,-9.16822838978962,13.0966741198771
"2023_Q2",26,51,"median",57,0.14995,74,1.51417,0.1023,"SP",1,50,12,0,-3.16002405971222,-3.96890108006552
"2023_Q4",26,51,"median",57,0.14995,74,1.51417,0.1023,"SP",1,50,12,-3.12855779376901,0.202040568053728,-3.24635977634853
"2024_Q1",26,51,"median",57,0.14995,74,1.51417,0.1023,"SP",1,50,12,4.58553767212854,-5.7495242306076,4.39114850858784
"2024_Q2",26,51,"median",57,0.14995,74,1.51417,0.1023,"SP",1,50,12,23.0571360508221,-8.9866473827829,22.0753125562647
"2022_Q1",14,49,"median",32,0.19927,72,1.52901,0.11662,"SP",1,50,12,58.8226858784466,-12.0365214065841,61.2919731521598
"2022_Q3",14,49,"median",32,0.19927,72,1.52901,0.11662,"SP",1,50,12,13.4840390827898,-8.50591668779225,11.8439048021738
"2022_Q4",14,49,"median",32,0.19927,72,1.52901,0.11662,"SP",1,50,12,7.24581059688576,-9.18941604184787,9.90692774010758
"2023_Q2",14,49,"median",32,0.19927,72,1.52901,0.11662,"SP",1,50,12,-1.33865582628047,-2.50237167145294,-8.72097208162634
"2023_Q4",14,49,"median",32,0.19927,72,1.52901,0.11662,"SP",1,50,12,-0.835489832797205,-1.69146197557286,-1.65360695589658
"2024_Q1",14,49,"median",32,0.19927,72,1.52901,0.11662,"SP",1,50,12,-0.716962446322787,-2.42567295761298,-0.598336574389913
"2024_Q2",14,49,"median",32,0.19927,72,1.52901,0.11662,"SP",1,50,12,14.0868241866361,-9.83998233335605,13.5127523614071
"2022_Q1",16,49,"median",35,0.1623,74,2.00101,0.12443,"SP",1,50,12,17.4152325349698,-8.23342979101084,17.2557652159561
"2022_Q3",16,49,"median",35,0.1623,74,2.00101,0.12443,"SP",1,50,12,20.8456286956765,-6.93718444894015,20.6193041405659
"2022_Q4",16,49,"median",35,0.1623,74,2.00101,0.12443,"SP",1,50,12,-2.35216704811693,1.38177989499779,-1.00234662102809
"2023_Q2",16,49,"median",35,0.1623,74,2.00101,0.12443,"SP",1,50,12,0,-4.04130885980267,-7.1213527673107
"2023_Q4",16,49,"median",35,0.1623,74,2.00101,0.12443,"SP",1,50,12,0,-1.85205360448746,0
"2024_Q1",16,49,"median",35,0.1623,74,2.00101,0.12443,"SP",1,50,12,5.90561520595402,-5.12183295088322,6.94223905852455
"2024_Q2",16,49,"median",35,0.1623,74,2.00101,0.12443,"SP",1,50,12,7.13664331573823,-4.41014451060711,6.59971333707866
"2022_Q1",17,36,"median",43,0.2105,88,1.68594,0.11045,"SP",1,50,12,34.2217661718826,-11.6314122736736,34.2217661718826
"2022_Q3",17,36,"median",43,0.2105,88,1.68594,0.11045,"SP",1,50,12,10.0995633720177,-7.58576457459937,9.99632397045821
"2022_Q4",17,36,"median",43,0.2105,88,1.68594,0.11045,"SP",1,50,12,1.47951052425338,-4.08057069969747,1.47951052425338
"2023_Q2",17,36,"median",43,0.2105,88,1.68594,0.11045,"SP",1,50,12,0,-4.70746633582907,-4.29011998251948
"2023_Q4",17,36,"median",43,0.2105,88,1.68594,0.11045,"SP",1,50,12,7.37775145807732,-4.43378133550289,7.37775145807732
"2024_Q1",17,36,"median",43,0.2105,88,1.68594,0.11045,"SP",1,50,12,-2.57796039904463,0.893906605064512,-2.29188499197675
"2024_Q2",17,36,"median",43,0.2105,88,1.68594,0.11045,"SP",1,50,12,19.3998564877383,-8.4708322900846,18.8819538497331
"2022_Q1",32,56,"median",54,0.13035,66,0.96941,2.84367,"SP",1,50,12,0,0,0
"2022_Q3",32,56,"median",54,0.13035,66,0.96941,2.84367,"SP",1,50,12,0,0,0
"2022_Q4",32,56,"median",54,0.13035,66,0.96941,2.84367,"SP",1,50,12,0,0,0
"2023_Q2",32,56,"median",54,0.13035,66,0.96941,2.84367,"SP",1,50,12,0,0,0
"2023_Q4",32,56,"median",54,0.13035,66,0.96941,2.84367,"SP",1,50,12,0,0,0
"2024_Q1",32,56,"median",54,0.13035,66,0.96941,2.84367,"SP",1,50,12,0,0,0
"2024_Q2",32,56,"median",54,0.13035,66,0.96941,2.84367,"SP",1,50,12,0,0,0
"2022_Q1",39,49,"median",33,0.20456,76,2.22665,2.32343,"SP",1,50,12,0,0,0
"2022_Q3",39,49,"median",33,0.20456,76,2.22665,2.32343,"SP",1,50,12,0,0,0
"2022_Q4",39,49,"median",33,0.20456,76,2.22665,2.32343,"SP",1,50,12,0,0,0
"2023_Q2",39,49,"median",33,0.20456,76,2.22665,2.32343,"SP",1,50,12,0,0,0
"2023_Q4",39,49,"median",33,0.20456,76,2.22665,2.32343,"SP",1,50,12,0,0,0
"2024_Q1",39,49,"median",33,0.20456,76,2.22665,2.32343,"SP",1,50,12,0,0,0
"2024_Q2",39,49,"median",33,0.20456,76,2.22665,2.32343,"SP",1,50,12,0,0,0
"2022_Q1",32,49,"mean",60,0.1639,22,0.75123,1.99636,"NQ",1,20,12,58.3578533568132,-13.2106880401841,58.2597603423907
"2022_Q3",32,49,"mean",60,0.1639,22,0.75123,1.99636,"NQ",1,20,12,0,-2.71478038766102,0
"2022_Q4",32,49,"mean",60,0.1639,22,0.75123,1.99636,"NQ",1,20,12,12.1683867533552,-7.467325137917,12.2033991173461
"2023_Q2",32,49,"mean",60,0.1639,22,0.75123,1.99636,"NQ",1,20,12,-2.4504529983813,-2.72276158363927,-7.92678289852732
"2023_Q4",32,49,"mean",60,0.1639,22,0.75123,1.99636,"NQ",1,20,12,8.59466357924911,-8.71725332740764,8.3291066603939
"2024_Q1",32,49,"mean",60,0.1639,22,0.75123,1.99636,"NQ",1,20,12,-3.51702858255993,0,-3.57475388391905
"2024_Q2",32,49,"mean",60,0.1639,22,0.75123,1.99636,"NQ",1,20,12,-8.66081862234173,8.2043404046086,-8.78392907972469
"2022_Q1",65,28,"mean",77,0.24777,81,0.73919,0.27568,"NQ",1,20,12,85.7706320618026,-2.60153235589122,177.802234584572
"2022_Q3",65,28,"mean",77,0.24777,81,0.73919,0.27568,"NQ",1,20,12,0,0,0
"2022_Q4",65,28,"mean",77,0.24777,81,0.73919,0.27568,"NQ",1,20,12,0,0,0
"2023_Q2",65,28,"mean",77,0.24777,81,0.73919,0.27568,"NQ",1,20,12,38.3430953548989,-9.99072374770838,37.103825382996
"2023_Q4",65,28,"mean",77,0.24777,81,0.73919,0.27568,"NQ",1,20,12,0.335655726163628,-1.2347883908937,0.213144263799513
"2024_Q1",65,28,"mean",77,0.24777,81,0.73919,0.27568,"NQ",1,20,12,0,0,0
"2024_Q2",65,28,"mean",77,0.24777,81,0.73919,0.27568,"NQ",1,20,12,-1.36149181868551,1.20560473099874,-1.49857148982414
"2022_Q1",65,98,"median",74,0.19373,95,2.10289,1.78891,"NQ",1,20,12,0,0,0
"2022_Q3",65,98,"median",74,0.19373,95,2.10289,1.78891,"NQ",1,20,12,0,0,0
"2022_Q4",65,98,"median",74,0.19373,95,2.10289,1.78891,"NQ",1,20,12,0,0,0
"2023_Q2",65,98,"median",74,0.19373,95,2.10289,1.78891,"NQ",1,20,12,0,0,0
"2023_Q4",65,98,"median",74,0.19373,95,2.10289,1.78891,"NQ",1,20,12,0,0,0
"2024_Q1",65,98,"median",74,0.19373,95,2.10289,1.78891,"NQ",1,20,12,0,0,0
"2024_Q2",65,98,"median",74,0.19373,95,2.10289,1.78891,"NQ",1,20,12,0,0,0
"2022_Q1",36,47,"median",44,0.10856,26,2.43223,2.89584,"NQ",1,20,12,21.959066749867,-10.611802378214,21.6731169698724
"2022_Q3",36,47,"median",44,0.10856,26,2.43223,2.89584,"NQ",1,20,12,35.3725026316406,-13.1034621955832,35.0173589698963
"2022_Q4",36,47,"median",44,0.10856,26,2.43223,2.89584,"NQ",1,20,12,-0.337308660767435,0,-0.367711543942756
"2023_Q2",36,47,"median",44,0.10856,26,2.43223,2.89584,"NQ",1,20,12,-9.26517753698892,5.41263557664484,-8.80018300389973
"2023_Q4",36,47,"median",44,0.10856,26,2.43223,2.89584,"NQ",1,20,12,0,-1.14892560716749,0
"2024_Q1",36,47,"median",44,0.10856,26,2.43223,2.89584,"NQ",1,20,12,-1.56759787770786,0,-1.60512118760033
"2024_Q2",36,47,"median",44,0.10856,26,2.43223,2.89584,"NQ",1,20,12,1.52983709444053,-2.98948332894684,1.42586239152201
"2022_Q1",52,18,"mean",2,0.06751,45,2.72511,0.65373,"NQ",1,20,12,0,0,0
"2022_Q3",52,18,"mean",2,0.06751,45,2.72511,0.65373,"NQ",1,20,12,0,0,0
"2022_Q4",52,18,"mean",2,0.06751,45,2.72511,0.65373,"NQ",1,20,12,0,0,0
"2023_Q2",52,18,"mean",2,0.06751,45,2.72511,0.65373,"NQ",1,20,12,-5.87988722367152,5.72667537830437,-18.8915763351435
"2023_Q4",52,18,"mean",2,0.06751,45,2.72511,0.65373,"NQ",1,20,12,0,0,0
"2024_Q1",52,18,"mean",2,0.06751,45,2.72511,0.65373,"NQ",1,20,12,0,0,0
"2024_Q2",52,18,"mean",2,0.06751,45,2.72511,0.65373,"NQ",1,20,12,0,0,0
"2022_Q1",74,92,"mean",99,0.10782,98,0.90242,0.6699,"NQ",1,20,12,60.37114740076,-14.5241813461897,60.1988503217949
"2022_Q3",74,92,"mean",99,0.10782,98,0.90242,0.6699,"NQ",1,20,12,38.2779002575637,-10.8549727368472,37.7403788935638
"2022_Q4",74,92,"mean",99,0.10782,98,0.90242,0.6699,"NQ",1,20,12,-3.97504128347972,3.85992595023384,-4.02545191090747
"2023_Q2",74,92,"mean",99,0.10782,98,0.90242,0.6699,"NQ",1,20,12,-8.32318493657299,15.4762741445895,-8.54971063238646
"2023_Q4",74,92,"mean",99,0.10782,98,0.90242,0.6699,"NQ",1,20,12,-2.41164064297888,0.532940902208837,-2.51263305890973
"2024_Q1",74,92,"mean",99,0.10782,98,0.90242,0.6699,"NQ",1,20,12,-0.408227324386034,-0.0535469449974184,-0.482244391284963
"2024_Q2",74,92,"mean",99,0.10782,98,0.90242,0.6699,"NQ",1,20,12,-3.06167506459207,1.34722059082843,-3.24950531434267
"2022_Q1",96,71,"median",32,0.27143,2,2.26476,2.10962,"NQ",1,20,12,23.1657191992449,-12.459625707331,24.7256496753697
"2022_Q3",96,71,"median",32,0.27143,2,2.26476,2.10962,"NQ",1,20,12,-4.40491137405933,1.36208953179709,-6.42962993009497
"2022_Q4",96,71,"median",32,0.27143,2,2.26476,2.10962,"NQ",1,20,12,-2.83588724116034,0,-1.15409435401671
"2023_Q2",96,71,"median",32,0.27143,2,2.26476,2.10962,"NQ",1,20,12,-7.89237463215055,0.77216981483413,-10.2564620966869
"2023_Q4",96,71,"median",32,0.27143,2,2.26476,2.10962,"NQ",1,20,12,-5.18983770206974,0,-6.70312778809593
"2024_Q1",96,71,"median",32,0.27143,2,2.26476,2.10962,"NQ",1,20,12,-5.74656967265727,1.8911599583848,-5.34819045295197
"2024_Q2",96,71,"median",32,0.27143,2,2.26476,2.10962,"NQ",1,20,12,10.7981552211708,-9.91281833323764,10.8121384901253
"2022_Q1",13,37,"mean",52,0.02138,29,1.63854,0.71192,"NQ",1,20,12,26.0743267806495,-13.0320224299469,25.914449608592
"2022_Q3",13,37,"mean",52,0.02138,29,1.63854,0.71192,"NQ",1,20,12,0.939462841450048,-3.9685548112429,0.878434090210547
"2022_Q4",13,37,"mean",52,0.02138,29,1.63854,0.71192,"NQ",1,20,12,-9.24214044731005,19.2879549355025,-9.27782155704505
"2023_Q2",13,37,"mean",52,0.02138,29,1.63854,0.71192,"NQ",1,20,12,-7.44097228445187,0,-9.48135221355108
"2023_Q4",13,37,"mean",52,0.02138,29,1.63854,0.71192,"NQ",1,20,12,25.5596581043522,-9.22256319002155,24.7745853332216
"2024_Q1",13,37,"mean",52,0.02138,29,1.63854,0.71192,"NQ",1,20,12,-6.26272917437682,1.55925511985049,-6.29045655435167
"2024_Q2",13,37,"mean",52,0.02138,29,1.63854,0.71192,"NQ",1,20,12,0.958183764472437,-4.02221585299193,0.852190068561982
"2022_Q1",37,32,"mean",68,0.0342,75,2.3605,1.37702,"NQ",1,20,12,0,0,0
"2022_Q3",37,32,"mean",68,0.0342,75,2.3605,1.37702,"NQ",1,20,12,0,0,0
"2022_Q4",37,32,"mean",68,0.0342,75,2.3605,1.37702,"NQ",1,20,12,0,0,0
"2023_Q2",37,32,"mean",68,0.0342,75,2.3605,1.37702,"NQ",1,20,12,5.60784940999208,-3.52844141847028,6.28101956423625
"2023_Q4",37,32,"mean",68,0.0342,75,2.3605,1.37702,"NQ",1,20,12,0,0,0
"2024_Q1",37,32,"mean",68,0.0342,75,2.3605,1.37702,"NQ",1,20,12,0,0,0
"2024_Q2",37,32,"mean",68,0.0342,75,2.3605,1.37702,"NQ",1,20,12,0,0,0
"2022_Q1",83,67,"mean",93,0.20139,5,2.84671,1.72203,"NQ",1,20,12,10.5955937471077,-12.8989669714724,10.5214069398867
"2022_Q3",83,67,"mean",93,0.20139,5,2.84671,1.72203,"NQ",1,20,12,16.9879339191801,-10.69146985673,16.4201470837801
"2022_Q4",83,67,"mean",93,0.20139,5,2.84671,1.72203,"NQ",1,20,12,0.195713887181697,-3.25229086922816,0.158227522979172
"2023_Q2",83,67,"mean",93,0.20139,5,2.84671,1.72203,"NQ",1,20,12,-7.03333630188376,5.88655711233958,-7.78296033772861
"2023_Q4",83,67,"mean",93,0.20139,5,2.84671,1.72203,"NQ",1,20,12,-7.73275784694141,7.79891037996167,-7.77078725875433
"2024_Q1",83,67,"mean",93,0.20139,5,2.84671,1.72203,"NQ",1,20,12,0,-3.12121220247597,0
"2024_Q2",83,67,"mean",93,0.20139,5,2.84671,1.72203,"NQ",1,20,12,8.61752971459575,-8.46026281576025,8.299020482441
"2022_Q1",57,3,"median",84,0.47517,70,1.27798,1.24109,"NQ",1,20,12,0,0,0
"2022_Q3",57,3,"median",84,0.47517,70,1.27798,1.24109,"NQ",1,20,12,0,0,0
"2022_Q4",57,3,"median",84,0.47517,70,1.27798,1.24109,"NQ",1,20,12,0,0,0
"2023_Q2",57,3,"median",84,0.47517,70,1.27798,1.24109,"NQ",1,20,12,0,0,0
"2023_Q4",57,3,"median",84,0.47517,70,1.27798,1.24109,"NQ",1,20,12,0,0,0
"2024_Q1",57,3,"median",84,0.47517,70,1.27798,1.24109,"NQ",1,20,12,0,0,0
"2024_Q2",57,3,"median",84,0.47517,70,1.27798,1.24109,"NQ",1,20,12,0,0,0
"2022_Q1",74,97,"mean",100,0.46497,100,0.53211,0.14067,"NQ",1,20,12,1.42956574238227,-5.38772862786187,1.35951768955699
"2022_Q3",74,97,"mean",100,0.46497,100,0.53211,0.14067,"NQ",1,20,12,3.16641191909091,-4.9145223672854,3.03606942892689
"2022_Q4",74,97,"mean",100,0.46497,100,0.53211,0.14067,"NQ",1,20,12,-1.12113266451375,-0.0707332643369675,-1.17403010794575
"2023_Q2",74,97,"mean",100,0.46497,100,0.53211,0.14067,"NQ",1,20,12,-9.86211116567824,24.6369867729015,-10.3854170387097
"2023_Q4",74,97,"mean",100,0.46497,100,0.53211,0.14067,"NQ",1,20,12,-6.92727118020727,7.08883713348876,-6.98755326358742
"2024_Q1",74,97,"mean",100,0.46497,100,0.53211,0.14067,"NQ",1,20,12,-0.855823145478498,-1.58510692741217,-0.952763718777023
"2024_Q2",74,97,"mean",100,0.46497,100,0.53211,0.14067,"NQ",1,20,12,17.3664162921527,-8.32291717872746,16.8197118362938
"2022_Q1",86,74,"mean",84,0.36318,80,1.02697,0.10932,"NQ",1,20,12,19.1332686054226,-12.5924772366953,18.9842105675887
"2022_Q3",86,74,"mean",84,0.36318,80,1.02697,0.10932,"NQ",1,20,12,20.0739701863563,-11.544795868896,19.6886225933913
"2022_Q4",86,74,"mean",84,0.36318,80,1.02697,0.10932,"NQ",1,20,12,4.44631409208133,-7.40391663017791,4.52780481153084
"2023_Q2",86,74,"mean",84,0.36318,80,1.02697,0.10932,"NQ",1,20,12,-8.05917121364825,13.9021607695563,-9.38711734213115
"2023_Q4",86,74,"mean",84,0.36318,80,1.02697,0.10932,"NQ",1,20,12,-7.47707681025851,13.1000716046479,-7.54800052454113
"2024_Q1",86,74,"mean",84,0.36318,80,1.02697,0.10932,"NQ",1,20,12,-2.50349624314441,0,-2.58513202349562
"2024_Q2",86,74,"mean",84,0.36318,80,1.02697,0.10932,"NQ",1,20,12,-1.74439614785634,0,-1.94238215481242
"2022_Q1",69,21,"mean",82,0.33508,57,1.38913,0.7051,"NQ",1,20,12,265.140881415332,-4.59170113021781,80.254160511917
"2022_Q3",69,21,"mean",82,0.33508,57,1.38913,0.7051,"NQ",1,20,12,0,-0.440202169278068,0
"2022_Q4",69,21,"mean",82,0.33508,57,1.38913,0.7051,"NQ",1,20,12,67.382408312962,-4.90923649641659,42.2219010610836
"2023_Q2",69,21,"mean",82,0.33508,57,1.38913,0.7051,"NQ",1,20,12,32.5584353701071,-10.3795163764486,23.1588433855386
"2023_Q4",69,21,"mean",82,0.33508,57,1.38913,0.7051,"NQ",1,20,12,1.86133834461254,-1.77621012884945,1.22169023934726
"2024_Q1",69,21,"mean",82,0.33508,57,1.38913,0.7051,"NQ",1,20,12,0,0,0
"2024_Q2",69,21,"mean",82,0.33508,57,1.38913,0.7051,"NQ",1,20,12,2.39805848218761,-2.07224032504068,1.71555052528407
"2022_Q1",52,18,"mean",75,0.35658,57,1.44188,0.99663,"NQ",1,20,12,0,0,0
"2022_Q3",52,18,"mean",75,0.35658,57,1.44188,0.99663,"NQ",1,20,12,0,0,0
"2022_Q4",52,18,"mean",75,0.35658,57,1.44188,0.99663,"NQ",1,20,12,0,0,0
"2023_Q2",52,18,"mean",75,0.35658,57,1.44188,0.99663,"NQ",1,20,12,-3.12866279906544,0.561685402536491,-5.77589940370474
"2023_Q4",52,18,"mean",75,0.35658,57,1.44188,0.99663,"NQ",1,20,12,0,0,0
"2024_Q1",52,18,"mean",75,0.35658,57,1.44188,0.99663,"NQ",1,20,12,0,0,0
"2024_Q2",52,18,"mean",75,0.35658,57,1.44188,0.99663,"NQ",1,20,12,0,0,0
"2022_Q1",65,19,"mean",39,0.28953,55,1.19582,0.41708,"NQ",1,20,12,47.1089854042493,-8.9274347208656,69.0786090748481
"2022_Q3",65,19,"mean",39,0.28953,55,1.19582,0.41708,"NQ",1,20,12,555.947739912493,-6.12353107257035,270.770357364403
"2022_Q4",65,19,"mean",39,0.28953,55,1.19582,0.41708,"NQ",1,20,12,95.3568136221179,-8.59403262010025,112.733108948842
"2023_Q2",65,19,"mean",39,0.28953,55,1.19582,0.41708,"NQ",1,20,12,29.876490091682,-11.3702274092243,6.78435408878192
"2023_Q4",65,19,"mean",39,0.28953,55,1.19582,0.41708,"NQ",1,20,12,8.1170100488561,-4.31164398886081,7.45493287271653
"2024_Q1",65,19,"mean",39,0.28953,55,1.19582,0.41708,"NQ",1,20,12,0,0,0
"2024_Q2",65,19,"mean",39,0.28953,55,1.19582,0.41708,"NQ",1,20,12,-2.04436275580414,2.07752974425068,-2.04436275580414
"2022_Q1",48,3,"mean",26,0.57399,44,1.88223,0.37254,"NQ",1,20,12,0,0,0
"2022_Q3",48,3,"mean",26,0.57399,44,1.88223,0.37254,"NQ",1,20,12,0,0,0
"2022_Q4",48,3,"mean",26,0.57399,44,1.88223,0.37254,"NQ",1,20,12,0,0,0
"2023_Q2",48,3,"mean",26,0.57399,44,1.88223,0.37254,"NQ",1,20,12,-5.49341925377018,3.19093854858043,-6.89513641347583
"2023_Q4",48,3,"mean",26,0.57399,44,1.88223,0.37254,"NQ",1,20,12,0,0,0
"2024_Q1",48,3,"mean",26,0.57399,44,1.88223,0.37254,"NQ",1,20,12,0,0,0
"2024_Q2",48,3,"mean",26,0.57399,44,1.88223,0.37254,"NQ",1,20,12,0,0,0
"2022_Q1",62,31,"mean",18,0.28578,85,1.13877,2.53605,"NQ",1,20,12,0,0,0
"2022_Q3",62,31,"mean",18,0.28578,85,1.13877,2.53605,"NQ",1,20,12,0,0,0
"2022_Q4",62,31,"mean",18,0.28578,85,1.13877,2.53605,"NQ",1,20,12,0,0,0
"2023_Q2",62,31,"mean",18,0.28578,85,1.13877,2.53605,"NQ",1,20,12,0,-1.08096397204526,0
"2023_Q4",62,31,"mean",18,0.28578,85,1.13877,2.53605,"NQ",1,20,12,0,0,0
"2024_Q1",62,31,"mean",18,0.28578,85,1.13877,2.53605,"NQ",1,20,12,0,0,0
"2024_Q2",62,31,"mean",18,0.28578,85,1.13877,2.53605,"NQ",1,20,12,0,0,0
"2022_Q1",90,57,"median",44,0.43667,64,0.54574,1.06269,"NQ",1,20,12,4.86112373891537,-6.82993772022281,6.39901259371536
"2022_Q3",90,57,"median",44,0.43667,64,0.54574,1.06269,"NQ",1,20,12,16.0867105140871,-9.19176123802569,9.64542584627473
"2022_Q4",90,57,"median",44,0.43667,64,0.54574,1.06269,"NQ",1,20,12,3.01317879231691,-5.11380664515269,3.05832509440438
"2023_Q2",90,57,"median",44,0.43667,64,0.54574,1.06269,"NQ",1,20,12,-9.59068079864594,28.2066512144495,-10.2683455543941
"2023_Q4",90,57,"median",44,0.43667,64,0.54574,1.06269,"NQ",1,20,12,-8.57157246267889,13.2231582380533,-9.07561760230695
"2024_Q1",90,57,"median",44,0.43667,64,0.54574,1.06269,"NQ",1,20,12,-2.79638573762507,0.120989763428306,-2.38876339130005
"2024_Q2",90,57,"median",44,0.43667,64,0.54574,1.06269,"NQ",1,20,12,-1.4182351209665,0,-1.60267175734674
"2022_Q1",78,11,"mean",60,0.2159,87,0.8017,0.37864,"NQ",1,20,12,0,0,0
"2022_Q3",78,11,"mean",60,0.2159,87,0.8017,0.37864,"NQ",1,20,12,0,0,0
"2022_Q4",78,11,"mean",60,0.2159,87,0.8017,0.37864,"NQ",1,20,12,0,0,0
"2023_Q2",78,11,"mean",60,0.2159,87,0.8017,0.37864,"NQ",1,20,12,0.358939550734652,-1.6893504301892,-1.34678241133505
"2023_Q4",78,11,"mean",60,0.2159,87,0.8017,0.37864,"NQ",1,20,12,0,0,0
"2024_Q1",78,11,"mean",60,0.2159,87,0.8017,0.37864,"NQ",1,20,12,0,0,0
"2024_Q2",78,11,"mean",60,0.2159,87,0.8017,0.37864,"NQ",1,20,12,0,0,0
"2022_Q1",45,40,"mean",34,0.40853,35,1.66484,0.39125,"NQ",1,20,12,25.1806167694086,-10.32972580238,22.0463569525097
"2022_Q3",45,40,"mean",34,0.40853,35,1.66484,0.39125,"NQ",1,20,12,33.7356445188722,-12.4856238851128,25.5951989665385
"2022_Q4",45,40,"mean",34,0.40853,35,1.66484,0.39125,"NQ",1,20,12,8.0724191307307,-10.5902713008077,8.24582621071532
"2023_Q2",45,40,"mean",34,0.40853,35,1.66484,0.39125,"NQ",1,20,12,3.22731225689757,-7.79956837911666,-5.24553355037459
"2023_Q4",45,40,"mean",34,0.40853,35,1.66484,0.39125,"NQ",1,20,12,1.17570354445221,-3.23307204348762,0
"2024_Q1",45,40,"mean",34,0.40853,35,1.66484,0.39125,"NQ",1,20,12,-7.80349042743826,14.9693747104821,-7.88727720431727
"2024_Q2",45,40,"mean",34,0.40853,35,1.66484,0.39125,"NQ",1,20,12,-8.83322836635076,10.7373625132339,-8.63779890009666
"2022_Q1",67,22,"mean",84,0.33769,62,1.28392,0.88192,"NQ",1,20,12,0,0,0
