"selected_quarter","fast_ma","ma_diff","signal_estimator","window_regime","treshold_regime","volat_param","m_exit","m_diff","instrument_name","group_data","p_val","tr_cost","stats_mm","stats_mr","stats_fl"
"2022_Q3",67,22,"mean",84,0.33769,62,1.28392,0.88192,"NQ",1,20,12,0,-0.02906004055055,0
"2022_Q4",67,22,"mean",84,0.33769,62,1.28392,0.88192,"NQ",1,20,12,0,0,0
"2023_Q2",67,22,"mean",84,0.33769,62,1.28392,0.88192,"NQ",1,20,12,0.297027061139906,-4.17454592301774,-1.08931055599931
"2023_Q4",67,22,"mean",84,0.33769,62,1.28392,0.88192,"NQ",1,20,12,0,0,0
"2024_Q1",67,22,"mean",84,0.33769,62,1.28392,0.88192,"NQ",1,20,12,0,0,0
"2024_Q2",67,22,"mean",84,0.33769,62,1.28392,0.88192,"NQ",1,20,12,0,0,0
"2022_Q1",68,26,"mean",62,0.24347,49,1.48347,0.54503,"NQ",1,20,12,7.61606557432663,-6.81865584095697,7.48108034177226
"2022_Q3",68,26,"mean",62,0.24347,49,1.48347,0.54503,"NQ",1,20,12,56.1219595455324,-10.7913095265399,55.4249692474605
"2022_Q4",68,26,"mean",62,0.24347,49,1.48347,0.54503,"NQ",1,20,12,13.3231344738741,-7.17293550513772,13.1860293976412
"2023_Q2",68,26,"mean",62,0.24347,49,1.48347,0.54503,"NQ",1,20,12,13.5605641606254,-8.25054488705573,3.84538731511601
"2023_Q4",68,26,"mean",62,0.24347,49,1.48347,0.54503,"NQ",1,20,12,6.3309420914325,-4.07125079717008,5.97279181961235
"2024_Q1",68,26,"mean",62,0.24347,49,1.48347,0.54503,"NQ",1,20,12,-2.27818230336265,1.48390128821909,-2.31930470293343
"2024_Q2",68,26,"mean",62,0.24347,49,1.48347,0.54503,"NQ",1,20,12,0,-0.179604770414561,0
"2022_Q1",60,11,"mean",49,0.32053,56,1.15279,0.2084,"NQ",1,20,12,0,0,0
"2022_Q3",60,11,"mean",49,0.32053,56,1.15279,0.2084,"NQ",1,20,12,0,0,0
"2022_Q4",60,11,"mean",49,0.32053,56,1.15279,0.2084,"NQ",1,20,12,0,0,0
"2023_Q2",60,11,"mean",49,0.32053,56,1.15279,0.2084,"NQ",1,20,12,20.9536129018532,-11.6004170747133,6.1039856418162
"2023_Q4",60,11,"mean",49,0.32053,56,1.15279,0.2084,"NQ",1,20,12,0,0,0
"2024_Q1",60,11,"mean",49,0.32053,56,1.15279,0.2084,"NQ",1,20,12,0,0,0
"2024_Q2",60,11,"mean",49,0.32053,56,1.15279,0.2084,"NQ",1,20,12,0,0,0
"2022_Q1",75,13,"mean",79,0.26737,70,1.92371,0.89096,"NQ",1,20,12,0,0,0
"2022_Q3",75,13,"mean",79,0.26737,70,1.92371,0.89096,"NQ",1,20,12,0,0,0
"2022_Q4",75,13,"mean",79,0.26737,70,1.92371,0.89096,"NQ",1,20,12,0,0,0
"2023_Q2",75,13,"mean",79,0.26737,70,1.92371,0.89096,"NQ",1,20,12,0,-1.15734351709467,-3.11230206640129
"2023_Q4",75,13,"mean",79,0.26737,70,1.92371,0.89096,"NQ",1,20,12,0,0,0
"2024_Q1",75,13,"mean",79,0.26737,70,1.92371,0.89096,"NQ",1,20,12,0,0,0
"2024_Q2",75,13,"mean",79,0.26737,70,1.92371,0.89096,"NQ",1,20,12,0,0,0
"2022_Q1",69,28,"mean",91,0.14733,38,0.9176,1.23975,"NQ",1,20,12,6.92109055340833,-6.19545661200073,6.79270111894648
"2022_Q3",69,28,"mean",91,0.14733,38,0.9176,1.23975,"NQ",1,20,12,3.0396463080593,-5.86251140945196,2.92873753579247
"2022_Q4",69,28,"mean",91,0.14733,38,0.9176,1.23975,"NQ",1,20,12,43.2481729118885,-11.614815924828,42.8961603899725
"2023_Q2",69,28,"mean",91,0.14733,38,0.9176,1.23975,"NQ",1,20,12,3.44108798544741,-6.2912902861469,0.823337263201336
"2023_Q4",69,28,"mean",91,0.14733,38,0.9176,1.23975,"NQ",1,20,12,-2.49103386418479,0.00402593381601998,-2.57476982757347
"2024_Q1",69,28,"mean",91,0.14733,38,0.9176,1.23975,"NQ",1,20,12,-7.6487937241287,18.5517749135056,-7.70008155918339
"2024_Q2",69,28,"mean",91,0.14733,38,0.9176,1.23975,"NQ",1,20,12,3.06464613985677,-3.30723004003617,2.86646191383155
"2022_Q1",99,40,"median",67,0.55036,56,0.70157,0.48739,"NQ",1,20,12,15.4835935039207,-9.74721139090301,15.370239099818
"2022_Q3",99,40,"median",67,0.55036,56,0.70157,0.48739,"NQ",1,20,12,10.464211782808,-7.91821784627186,10.1665295641837
"2022_Q4",99,40,"median",67,0.55036,56,0.70157,0.48739,"NQ",1,20,12,0.731956084689304,-3.52611130287421,0.731956084689304
"2023_Q2",99,40,"median",67,0.55036,56,0.70157,0.48739,"NQ",1,20,12,-6.77483722536916,6.91470764837195,-10.9788555025381
"2023_Q4",99,40,"median",67,0.55036,56,0.70157,0.48739,"NQ",1,20,12,-7.51709467404427,7.23432556910176,-7.75939382430644
"2024_Q1",99,40,"median",67,0.55036,56,0.70157,0.48739,"NQ",1,20,12,-0.76112428424543,-0.217859038468178,-0.76112428424543
"2024_Q2",99,40,"median",67,0.55036,56,0.70157,0.48739,"NQ",1,20,12,0.429593814088144,-1.98340959934337,0.216172371217469
"2022_Q1",81,1,"mean",12,0.38851,89,1.45998,0.82041,"NQ",1,20,12,0,0,0
"2022_Q3",81,1,"mean",12,0.38851,89,1.45998,0.82041,"NQ",1,20,12,0,0,0
"2022_Q4",81,1,"mean",12,0.38851,89,1.45998,0.82041,"NQ",1,20,12,0,0,0
"2023_Q2",81,1,"mean",12,0.38851,89,1.45998,0.82041,"NQ",1,20,12,-1.62443561647839,1.57322497628614,-4.9582920932154
"2023_Q4",81,1,"mean",12,0.38851,89,1.45998,0.82041,"NQ",1,20,12,0,0,0
"2024_Q1",81,1,"mean",12,0.38851,89,1.45998,0.82041,"NQ",1,20,12,0,0,0
"2024_Q2",81,1,"mean",12,0.38851,89,1.45998,0.82041,"NQ",1,20,12,0,0,0
"2022_Q1",46,58,"mean",39,0.31194,76,1.23551,0.33298,"NQ",1,20,12,-4.26616670692373,1.55967583514199,-3.32676319898686
"2022_Q3",46,58,"mean",39,0.31194,76,1.23551,0.33298,"NQ",1,20,12,61.8977293902418,-10.0296575797849,61.8977293902418
"2022_Q4",46,58,"mean",39,0.31194,76,1.23551,0.33298,"NQ",1,20,12,23.3282190992808,-9.20115565440638,22.7357417584136
"2023_Q2",46,58,"mean",39,0.31194,76,1.23551,0.33298,"NQ",1,20,12,3.7768985442065,-5.03864812388797,-1.18748964922278
"2023_Q4",46,58,"mean",39,0.31194,76,1.23551,0.33298,"NQ",1,20,12,-4.60252377076119,2.7296552776251,-4.58687901480475
"2024_Q1",46,58,"mean",39,0.31194,76,1.23551,0.33298,"NQ",1,20,12,3.20530238123942,-3.34328422408026,3.20530238123942
"2024_Q2",46,58,"mean",39,0.31194,76,1.23551,0.33298,"NQ",1,20,12,0.285078361569362,-1.39989448684147,0.184169391523384
"2022_Q1",27,46,"mean",61,0.52654,67,0.70294,1.50976,"NQ",1,20,12,0,0,0
"2022_Q3",27,46,"mean",61,0.52654,67,0.70294,1.50976,"NQ",1,20,12,0,0,0
"2022_Q4",27,46,"mean",61,0.52654,67,0.70294,1.50976,"NQ",1,20,12,0,0,0
"2023_Q2",27,46,"mean",61,0.52654,67,0.70294,1.50976,"NQ",1,20,12,-1.53926262765621,0,1.71955016515273
"2023_Q4",27,46,"mean",61,0.52654,67,0.70294,1.50976,"NQ",1,20,12,0,0,0
"2024_Q1",27,46,"mean",61,0.52654,67,0.70294,1.50976,"NQ",1,20,12,0,0,0
"2024_Q2",27,46,"mean",61,0.52654,67,0.70294,1.50976,"NQ",1,20,12,0,0,0
"2022_Q1",57,23,"mean",54,0.15719,15,0.93512,1.08616,"NQ",1,20,12,67.7042623753514,-13.6695362116784,67.4571959313611
"2022_Q3",57,23,"mean",54,0.15719,15,0.93512,1.08616,"NQ",1,20,12,2.65074539339645,-5.57670983249703,2.53962340480975
"2022_Q4",57,23,"mean",54,0.15719,15,0.93512,1.08616,"NQ",1,20,12,-0.574076999359284,-2.05014867640123,-0.652985925546345
"2023_Q2",57,23,"mean",54,0.15719,15,0.93512,1.08616,"NQ",1,20,12,1.55414328628377,-7.64920214045027,-3.22414375896903
"2023_Q4",57,23,"mean",54,0.15719,15,0.93512,1.08616,"NQ",1,20,12,-1.66129139539368,-0.190128598031183,-1.7087031225768
"2024_Q1",57,23,"mean",54,0.15719,15,0.93512,1.08616,"NQ",1,20,12,-5.1525289563803,0.341635941359635,-5.18370641466716
"2024_Q2",57,23,"mean",54,0.15719,15,0.93512,1.08616,"NQ",1,20,12,0,-3.32177140465351,0
"2022_Q1",69,24,"mean",66,0.24426,48,1.50202,0.55559,"NQ",1,20,12,0,0,0
"2022_Q3",69,24,"mean",66,0.24426,48,1.50202,0.55559,"NQ",1,20,12,52.1151204539234,-9.12984137275235,48.3229512420648
"2022_Q4",69,24,"mean",66,0.24426,48,1.50202,0.55559,"NQ",1,20,12,3.07110362216276,-3.35173742396434,2.86445525841345
"2023_Q2",69,24,"mean",66,0.24426,48,1.50202,0.55559,"NQ",1,20,12,23.2545672519133,-9.45347538417387,4.45737580063592
"2023_Q4",69,24,"mean",66,0.24426,48,1.50202,0.55559,"NQ",1,20,12,6.4046243074617,-4.03498116458162,6.12469738385798
"2024_Q1",69,24,"mean",66,0.24426,48,1.50202,0.55559,"NQ",1,20,12,-3.68397865588992,2.54035548514722,-3.83027670077315
"2024_Q2",69,24,"mean",66,0.24426,48,1.50202,0.55559,"NQ",1,20,12,-0.0234854928807961,0,-0.115660211279827
"2022_Q1",64,36,"mean",74,0.23117,54,1.86059,0.55156,"NQ",1,20,12,65.4892270989751,-11.2243444018904,64.9661722671894
"2022_Q3",64,36,"mean",74,0.23117,54,1.86059,0.55156,"NQ",1,20,12,54.5607630355347,-10.6479448615476,53.8400972818347
"2022_Q4",64,36,"mean",74,0.23117,54,1.86059,0.55156,"NQ",1,20,12,11.7349244619888,-6.65868178020866,11.8740860772865
"2023_Q2",64,36,"mean",74,0.23117,54,1.86059,0.55156,"NQ",1,20,12,8.41946272976497,-7.19678878621328,2.25625509408857
"2023_Q4",64,36,"mean",74,0.23117,54,1.86059,0.55156,"NQ",1,20,12,4.03957373746372,-3.49747885292734,3.80695262189187
"2024_Q1",64,36,"mean",74,0.23117,54,1.86059,0.55156,"NQ",1,20,12,-0.158945999408001,0,-0.222375369276494
"2024_Q2",64,36,"mean",74,0.23117,54,1.86059,0.55156,"NQ",1,20,12,-2.42231273165826,2.25205880351359,-2.54137636903103
"2022_Q1",62,33,"mean",71,0.23526,39,1.82489,0.24407,"NQ",1,20,12,46.2799020687208,-11.6310926168652,46.0640405762442
"2022_Q3",62,33,"mean",71,0.23526,39,1.82489,0.24407,"NQ",1,20,12,9.66947847622202,-9.28746076213674,9.29260459646568
"2022_Q4",62,33,"mean",71,0.23526,39,1.82489,0.24407,"NQ",1,20,12,45.8180080483664,-11.4201517856748,45.4644181655864
"2023_Q2",62,33,"mean",71,0.23526,39,1.82489,0.24407,"NQ",1,20,12,4.80530540753121,-6.49823936578909,0
"2023_Q4",62,33,"mean",71,0.23526,39,1.82489,0.24407,"NQ",1,20,12,4.10780698846803,-4.57907399978659,3.94916667760064
"2024_Q1",62,33,"mean",71,0.23526,39,1.82489,0.24407,"NQ",1,20,12,-6.8847758249911,17.2251580926302,-6.92596337455463
"2024_Q2",62,33,"mean",71,0.23526,39,1.82489,0.24407,"NQ",1,20,12,6.55106129052012,-5.09116330828163,6.31684788468641
"2022_Q1",65,16,"median",78,0.18674,54,2.0087,0.7348,"NQ",1,20,12,0,0,0
"2022_Q3",65,16,"median",78,0.18674,54,2.0087,0.7348,"NQ",1,20,12,0,0,0
"2022_Q4",65,16,"median",78,0.18674,54,2.0087,0.7348,"NQ",1,20,12,0,0,0
"2023_Q2",65,16,"median",78,0.18674,54,2.0087,0.7348,"NQ",1,20,12,0,0,0
"2023_Q4",65,16,"median",78,0.18674,54,2.0087,0.7348,"NQ",1,20,12,0,0,0
"2024_Q1",65,16,"median",78,0.18674,54,2.0087,0.7348,"NQ",1,20,12,0,0,0
"2024_Q2",65,16,"median",78,0.18674,54,2.0087,0.7348,"NQ",1,20,12,0,0,0
"2022_Q1",72,44,"mean",92,0.29105,60,1.66806,0.53829,"NQ",1,20,12,13.2662780957956,-6.9782142047419,13.1079337047347
"2022_Q3",72,44,"mean",92,0.29105,60,1.66806,0.53829,"NQ",1,20,12,23.6287085796912,-9.69801599794502,23.2035589723837
"2022_Q4",72,44,"mean",92,0.29105,60,1.66806,0.53829,"NQ",1,20,12,104.896403273641,-12.8376202957352,104.044193633536
"2023_Q2",72,44,"mean",92,0.29105,60,1.66806,0.53829,"NQ",1,20,12,37.1055581956825,-9.87189927509601,27.5400819439225
"2023_Q4",72,44,"mean",92,0.29105,60,1.66806,0.53829,"NQ",1,20,12,3.55378231171514,-3.557656767883,3.17525796274646
"2024_Q1",72,44,"mean",92,0.29105,60,1.66806,0.53829,"NQ",1,20,12,-1.66504638678141,1.23725932393558,-1.7008816697053
"2024_Q2",72,44,"mean",92,0.29105,60,1.66806,0.53829,"NQ",1,20,12,-1.40664830158759,0.444745238291611,-1.56523676614014
"2022_Q1",89,53,"mean",94,0.30239,62,1.65738,0.65071,"NQ",1,20,12,27.3665827368504,-8.94235483044861,26.8687371177106
"2022_Q3",89,53,"mean",94,0.30239,62,1.65738,0.65071,"NQ",1,20,12,39.4561765526495,-11.4653513083178,38.1767327026089
"2022_Q4",89,53,"mean",94,0.30239,62,1.65738,0.65071,"NQ",1,20,12,12.5171674280967,-7.57082849130439,12.4512779480177
"2023_Q2",89,53,"mean",94,0.30239,62,1.65738,0.65071,"NQ",1,20,12,-9.08377711875363,15.0663161094742,-9.72024690780514
"2023_Q4",89,53,"mean",94,0.30239,62,1.65738,0.65071,"NQ",1,20,12,26.7511969098115,-8.31192996623845,26.1282892020738
"2024_Q1",89,53,"mean",94,0.30239,62,1.65738,0.65071,"NQ",1,20,12,0,-0.737787081852764,0
"2024_Q2",89,53,"mean",94,0.30239,62,1.65738,0.65071,"NQ",1,20,12,-1.22380645664643,0.0431863487927771,-1.42090301809099
"2022_Q1",72,44,"median",88,0.12378,77,2.16827,2.94504,"NQ",1,20,12,0,0,0
"2022_Q3",72,44,"median",88,0.12378,77,2.16827,2.94504,"NQ",1,20,12,0,0,0
"2022_Q4",72,44,"median",88,0.12378,77,2.16827,2.94504,"NQ",1,20,12,0,0,0
"2023_Q2",72,44,"median",88,0.12378,77,2.16827,2.94504,"NQ",1,20,12,0,0,0
"2023_Q4",72,44,"median",88,0.12378,77,2.16827,2.94504,"NQ",1,20,12,0,0,0
"2024_Q1",72,44,"median",88,0.12378,77,2.16827,2.94504,"NQ",1,20,12,0,0,0
"2024_Q2",72,44,"median",88,0.12378,77,2.16827,2.94504,"NQ",1,20,12,0,0,0
"2022_Q1",80,6,"mean",95,0.27013,91,1.06125,1.93145,"NQ",1,20,12,0,0,0
"2022_Q3",80,6,"mean",95,0.27013,91,1.06125,1.93145,"NQ",1,20,12,0,0,0
"2022_Q4",80,6,"mean",95,0.27013,91,1.06125,1.93145,"NQ",1,20,12,0,0,0
"2023_Q2",80,6,"mean",95,0.27013,91,1.06125,1.93145,"NQ",1,20,12,6.42645130588646,-3.19321077253567,0.384675930986453
"2023_Q4",80,6,"mean",95,0.27013,91,1.06125,1.93145,"NQ",1,20,12,0,0,0
"2024_Q1",80,6,"mean",95,0.27013,91,1.06125,1.93145,"NQ",1,20,12,0,0,0
"2024_Q2",80,6,"mean",95,0.27013,91,1.06125,1.93145,"NQ",1,20,12,0,0,0
"2022_Q1",54,51,"mean",88,0.40017,82,1.38434,2.70074,"NQ",1,20,12,0,0,0
"2022_Q3",54,51,"mean",88,0.40017,82,1.38434,2.70074,"NQ",1,20,12,0,0,0
"2022_Q4",54,51,"mean",88,0.40017,82,1.38434,2.70074,"NQ",1,20,12,0,0,0
"2023_Q2",54,51,"mean",88,0.40017,82,1.38434,2.70074,"NQ",1,20,12,44.9363846882758,-8.23885875231375,19.4138795868151
"2023_Q4",54,51,"mean",88,0.40017,82,1.38434,2.70074,"NQ",1,20,12,0,0,0
"2024_Q1",54,51,"mean",88,0.40017,82,1.38434,2.70074,"NQ",1,20,12,0,0,0
"2024_Q2",54,51,"mean",88,0.40017,82,1.38434,2.70074,"NQ",1,20,12,0,0,0
"2022_Q1",10,34,"median",75,0.36756,48,2.8814,0.62829,"CAD",2,100000,10,0,0,0
"2022_Q3",10,34,"median",75,0.36756,48,2.8814,0.62829,"CAD",2,100000,10,0,0,0
"2022_Q4",10,34,"median",75,0.36756,48,2.8814,0.62829,"CAD",2,100000,10,0,0,0
"2023_Q2",10,34,"median",75,0.36756,48,2.8814,0.62829,"CAD",2,100000,10,0,0,0
"2023_Q4",10,34,"median",75,0.36756,48,2.8814,0.62829,"CAD",2,100000,10,0,0,0
"2024_Q1",10,34,"median",75,0.36756,48,2.8814,0.62829,"CAD",2,100000,10,0,0,0
"2024_Q2",10,34,"median",75,0.36756,48,2.8814,0.62829,"CAD",2,100000,10,0,0,0
"2022_Q1",24,20,"median",22,0.1327,5,1.79285,0.49033,"CAD",2,100000,10,-5.3149864503747,-4.21929159653122,-5.77118887875859
"2022_Q3",24,20,"median",22,0.1327,5,1.79285,0.49033,"CAD",2,100000,10,-5.4821361088597,-3.15810795431077,-5.54746721986879
"2022_Q4",24,20,"median",22,0.1327,5,1.79285,0.49033,"CAD",2,100000,10,-7.15534499840179,0,-7.6312363751296
"2023_Q2",24,20,"median",22,0.1327,5,1.79285,0.49033,"CAD",2,100000,10,-5.38843882658681,-6.15891919748478,-6.667211017597
"2023_Q4",24,20,"median",22,0.1327,5,1.79285,0.49033,"CAD",2,100000,10,-6.65772074395971,-2.85699285527803,-7.06535757353038
"2024_Q1",24,20,"median",22,0.1327,5,1.79285,0.49033,"CAD",2,100000,10,-5.91337798737617,-4.2375251038289,-6.45173076893505
"2024_Q2",24,20,"median",22,0.1327,5,1.79285,0.49033,"CAD",2,100000,10,-6.48747877083001,-3.00270408403893,-6.78435843924151
"2022_Q1",74,45,"median",48,0.47677,27,1.59129,1.41273,"CAD",2,100000,10,-1.22135168281038,0,-1.75838820062776
"2022_Q3",74,45,"median",48,0.47677,27,1.59129,1.41273,"CAD",2,100000,10,-1.72218409378401,0,-1.56089051193202
"2022_Q4",74,45,"median",48,0.47677,27,1.59129,1.41273,"CAD",2,100000,10,0,-2.44466730657454,0
"2023_Q2",74,45,"median",48,0.47677,27,1.59129,1.41273,"CAD",2,100000,10,-0.0183280674313473,-1.29821224823435,-0.595385475203505
"2023_Q4",74,45,"median",48,0.47677,27,1.59129,1.41273,"CAD",2,100000,10,0,-2.63081053948144,0
"2024_Q1",74,45,"median",48,0.47677,27,1.59129,1.41273,"CAD",2,100000,10,-2.2995738173972,0,-2.58906334153038
"2024_Q2",74,45,"median",48,0.47677,27,1.59129,1.41273,"CAD",2,100000,10,-0.191094079750294,-0.858335272685672,-1.8375154206303
"2022_Q1",50,80,"median",83,0.18735,60,1.45343,1.21621,"CAD",2,100000,10,-2.87404532929638,0,-2.87404532929638
"2022_Q3",50,80,"median",83,0.18735,60,1.45343,1.21621,"CAD",2,100000,10,-2.33198377713151,0,-2.33198377713151
"2022_Q4",50,80,"median",83,0.18735,60,1.45343,1.21621,"CAD",2,100000,10,3.11207034744004,-3.72057187362212,3.11207034744004
"2023_Q2",50,80,"median",83,0.18735,60,1.45343,1.21621,"CAD",2,100000,10,0,-1.96001460539877,0
"2023_Q4",50,80,"median",83,0.18735,60,1.45343,1.21621,"CAD",2,100000,10,0,0,0
"2024_Q1",50,80,"median",83,0.18735,60,1.45343,1.21621,"CAD",2,100000,10,-2.67705388782321,0,-2.67705388782321
"2024_Q2",50,80,"median",83,0.18735,60,1.45343,1.21621,"CAD",2,100000,10,0,0,0
"2022_Q1",75,25,"median",39,0.02742,59,0.92501,0.77804,"CAD",2,100000,10,0,0,0
"2022_Q3",75,25,"median",39,0.02742,59,0.92501,0.77804,"CAD",2,100000,10,0,0,0
"2022_Q4",75,25,"median",39,0.02742,59,0.92501,0.77804,"CAD",2,100000,10,0,0,0
"2023_Q2",75,25,"median",39,0.02742,59,0.92501,0.77804,"CAD",2,100000,10,-1.80911885905154,0,-1.80911885905154
"2023_Q4",75,25,"median",39,0.02742,59,0.92501,0.77804,"CAD",2,100000,10,0,0,0
"2024_Q1",75,25,"median",39,0.02742,59,0.92501,0.77804,"CAD",2,100000,10,0,0,0
"2024_Q2",75,25,"median",39,0.02742,59,0.92501,0.77804,"CAD",2,100000,10,0,0,0
"2022_Q1",90,8,"mean",39,0.33227,20,1.79584,2.64164,"CAD",2,100000,10,0,0,0
"2022_Q3",90,8,"mean",39,0.33227,20,1.79584,2.64164,"CAD",2,100000,10,NA,0,NA
"2022_Q4",90,8,"mean",39,0.33227,20,1.79584,2.64164,"CAD",2,100000,10,0,0,0
"2023_Q2",90,8,"mean",39,0.33227,20,1.79584,2.64164,"CAD",2,100000,10,0,-1.91343260254481,0
"2023_Q4",90,8,"mean",39,0.33227,20,1.79584,2.64164,"CAD",2,100000,10,0,0,0
"2024_Q1",90,8,"mean",39,0.33227,20,1.79584,2.64164,"CAD",2,100000,10,0,0,0
"2024_Q2",90,8,"mean",39,0.33227,20,1.79584,2.64164,"CAD",2,100000,10,0,0,0
"2022_Q1",70,62,"median",6,0.08253,36,2.43258,2.39701,"CAD",2,100000,10,-3.12389870533847,1.64370272894513,-7.49368717194404
"2022_Q3",70,62,"median",6,0.08253,36,2.43258,2.39701,"CAD",2,100000,10,0,0,-6.88595438606326
"2022_Q4",70,62,"median",6,0.08253,36,2.43258,2.39701,"CAD",2,100000,10,0,-1.00946456004062,-6.30080526226538
"2023_Q2",70,62,"median",6,0.08253,36,2.43258,2.39701,"CAD",2,100000,10,0,-2.62144110668803,-10.2964927245394
"2023_Q4",70,62,"median",6,0.08253,36,2.43258,2.39701,"CAD",2,100000,10,0,0,-4.62541071913789
"2024_Q1",70,62,"median",6,0.08253,36,2.43258,2.39701,"CAD",2,100000,10,-1.92407946911276,0,-6.45510325315221
"2024_Q2",70,62,"median",6,0.08253,36,2.43258,2.39701,"CAD",2,100000,10,0,0,-6.46586794579996
"2022_Q1",14,36,"median",81,0.29337,8,2.47668,1.66714,"CAD",2,100000,10,-3.03582988882965,-4.42244690083913,-3.00562260228989
"2022_Q3",14,36,"median",81,0.29337,8,2.47668,1.66714,"CAD",2,100000,10,-2.00030197643444,-5.01242905888498,-2.00030197643444
"2022_Q4",14,36,"median",81,0.29337,8,2.47668,1.66714,"CAD",2,100000,10,-6.14489865610868,0,-6.00911928015991
"2023_Q2",14,36,"median",81,0.29337,8,2.47668,1.66714,"CAD",2,100000,10,-5.14950870682242,-5.04244815756461,-5.1925391209128
"2023_Q4",14,36,"median",81,0.29337,8,2.47668,1.66714,"CAD",2,100000,10,-5.9399859344977,-0.800254588673232,-6.00084047713472
"2024_Q1",14,36,"median",81,0.29337,8,2.47668,1.66714,"CAD",2,100000,10,-5.85441192667439,-1.00721376474489,-5.71665938859554
"2024_Q2",14,36,"median",81,0.29337,8,2.47668,1.66714,"CAD",2,100000,10,-4.63992256044922,-2.26702680264825,-4.65338094509343
"2022_Q1",43,98,"mean",32,0.29103,75,1.2711,1.16045,"CAD",2,100000,10,-0.548876914097598,0,-0.49324185322166
"2022_Q3",43,98,"mean",32,0.29103,75,1.2711,1.16045,"CAD",2,100000,10,0,0,0
"2022_Q4",43,98,"mean",32,0.29103,75,1.2711,1.16045,"CAD",2,100000,10,0,0,0
"2023_Q2",43,98,"mean",32,0.29103,75,1.2711,1.16045,"CAD",2,100000,10,0,-1.48159312678786,0
"2023_Q4",43,98,"mean",32,0.29103,75,1.2711,1.16045,"CAD",2,100000,10,0,0,0
"2024_Q1",43,98,"mean",32,0.29103,75,1.2711,1.16045,"CAD",2,100000,10,0,0,0
"2024_Q2",43,98,"mean",32,0.29103,75,1.2711,1.16045,"CAD",2,100000,10,0,0,0
"2022_Q1",29,94,"mean",56,0.34573,47,1.93116,0.52401,"CAD",2,100000,10,-1.19320117788421,0,-1.25928438638888
"2022_Q3",29,94,"mean",56,0.34573,47,1.93116,0.52401,"CAD",2,100000,10,-0.78630726093166,-0.0255253670595765,-0.78630726093166
"2022_Q4",29,94,"mean",56,0.34573,47,1.93116,0.52401,"CAD",2,100000,10,-3.54998791683206,0,-3.92999434723329
"2023_Q2",29,94,"mean",56,0.34573,47,1.93116,0.52401,"CAD",2,100000,10,-1.04870789471842,-0.139838653704262,-1.18501994217177
"2023_Q4",29,94,"mean",56,0.34573,47,1.93116,0.52401,"CAD",2,100000,10,0,-3.32363068911888,0
"2024_Q1",29,94,"mean",56,0.34573,47,1.93116,0.52401,"CAD",2,100000,10,-3.77274845459034,0,-3.74436977858259
"2024_Q2",29,94,"mean",56,0.34573,47,1.93116,0.52401,"CAD",2,100000,10,0,-2.12838532693054,0
"2022_Q1",10,65,"mean",100,0.59917,96,2.95681,0.18909,"CAD",2,100000,10,0,0,0
"2022_Q3",10,65,"mean",100,0.59917,96,2.95681,0.18909,"CAD",2,100000,10,0,0,0
"2022_Q4",10,65,"mean",100,0.59917,96,2.95681,0.18909,"CAD",2,100000,10,0,0,0
"2023_Q2",10,65,"mean",100,0.59917,96,2.95681,0.18909,"CAD",2,100000,10,0,0,0
"2023_Q4",10,65,"mean",100,0.59917,96,2.95681,0.18909,"CAD",2,100000,10,0,0,0
"2024_Q1",10,65,"mean",100,0.59917,96,2.95681,0.18909,"CAD",2,100000,10,0,0,0
"2024_Q2",10,65,"mean",100,0.59917,96,2.95681,0.18909,"CAD",2,100000,10,0,0,0
"2022_Q1",98,4,"mean",65,0.40819,24,0.68704,2.98865,"CAD",2,100000,10,0,0,0
"2022_Q3",98,4,"mean",65,0.40819,24,0.68704,2.98865,"CAD",2,100000,10,0,0,0
"2022_Q4",98,4,"mean",65,0.40819,24,0.68704,2.98865,"CAD",2,100000,10,0,0,0
"2023_Q2",98,4,"mean",65,0.40819,24,0.68704,2.98865,"CAD",2,100000,10,0,0,0
"2023_Q4",98,4,"mean",65,0.40819,24,0.68704,2.98865,"CAD",2,100000,10,0,0,0
"2024_Q1",98,4,"mean",65,0.40819,24,0.68704,2.98865,"CAD",2,100000,10,0,0,0
"2024_Q2",98,4,"mean",65,0.40819,24,0.68704,2.98865,"CAD",2,100000,10,0,0,0
"2022_Q1",93,1,"mean",64,0.48904,19,2.97741,2.026,"CAD",2,100000,10,0,0,0
"2022_Q3",93,1,"mean",64,0.48904,19,2.97741,2.026,"CAD",2,100000,10,0,0,0
"2022_Q4",93,1,"mean",64,0.48904,19,2.97741,2.026,"CAD",2,100000,10,0,0,0
"2023_Q2",93,1,"mean",64,0.48904,19,2.97741,2.026,"CAD",2,100000,10,0,-0.0739660543059011,0
"2023_Q4",93,1,"mean",64,0.48904,19,2.97741,2.026,"CAD",2,100000,10,0,0,0
"2024_Q1",93,1,"mean",64,0.48904,19,2.97741,2.026,"CAD",2,100000,10,0,0,0
"2024_Q2",93,1,"mean",64,0.48904,19,2.97741,2.026,"CAD",2,100000,10,0,0,0
"2022_Q1",61,19,"mean",79,0.22143,41,2.18685,2.87159,"CAD",2,100000,10,0,0,0
"2022_Q3",61,19,"mean",79,0.22143,41,2.18685,2.87159,"CAD",2,100000,10,0,0,0
"2022_Q4",61,19,"mean",79,0.22143,41,2.18685,2.87159,"CAD",2,100000,10,0,0,0
