fast_ma,ma_diff,signal_estimator,window_regime,treshold_regime,volat_param,m_exit,m_diff,instrument_name,group_data,p_val,tr_cost
41,2,mean,12,0.28514,100,1.6004900000000002,0.18003000000000002,AUD,2,100000,10
