fast_ma,ma_diff,signal_estimator,window_regime,treshold_regime,volat_param,m_exit,m_diff,instrument_name,group_data,p_val,tr_cost
26,51,median,57,0.14995,74,1.51417,0.1023,SP,1,50,12
