fast_ma,ma_diff,signal_estimator,window_regime,treshold_regime,volat_param,m_exit,m_diff,instrument_name,group_data,p_val,tr_cost
91,17,mean,35,0.41480000000000006,29,1.6223800000000002,2.6881800000000005,CAD,2,100000,10
