"selected_quarter","fast_ma","ma_diff","signal_estimator","window_regime","treshold_regime","volat_param","m_","instrument_name","group_data","p_val","tr_cost","stats_mm","stats_mr","stats_fl"
"2022_Q3",38,100,"median",87,0.00241,65,1.68907,"AUD",2,100000,10,-5.68642151230303,17.4228770676446,-6.20844085488464
"2022_Q4",38,100,"median",87,0.00241,65,1.68907,"AUD",2,100000,10,0.976470767337791,-1.71940747985806,0
"2023_Q2",38,100,"median",87,0.00241,65,1.68907,"AUD",2,100000,10,1.52509291110477,-3.44307388455038,0.230415415530136
"2023_Q4",38,100,"median",87,0.00241,65,1.68907,"AUD",2,100000,10,14.0624078235476,-4.85325019719643,8.31668957667525
"2024_Q1",38,100,"median",87,0.00241,65,1.68907,"AUD",2,100000,10,-2.69917289932808,2.17914805313909,-4.11329542786687
"2024_Q2",38,100,"median",87,0.00241,65,1.68907,"AUD",2,100000,10,-1.75090401922459,0,-3.0927893821564
"2022_Q1",36,97,"median",59,0.00958,65,1.08106,"AUD",2,100000,10,7.13198411669339,-3.83564963108032,2.03201245257041
"2022_Q3",36,97,"median",59,0.00958,65,1.08106,"AUD",2,100000,10,-6.65368804907857,19.715055868877,-7.23910900865205
"2022_Q4",36,97,"median",59,0.00958,65,1.08106,"AUD",2,100000,10,2.32572052961868,-4.03272854917521,0.68350372536506
"2023_Q2",36,97,"median",59,0.00958,65,1.08106,"AUD",2,100000,10,3.78763514583252,-5.50027067431919,1.76530174685811
"2023_Q4",36,97,"median",59,0.00958,65,1.08106,"AUD",2,100000,10,28.4402912851743,-6.67681653048394,18.8696047412989
"2024_Q1",36,97,"median",59,0.00958,65,1.08106,"AUD",2,100000,10,-1.64583961102392,0,-3.26068269090996
"2024_Q2",36,97,"median",59,0.00958,65,1.08106,"AUD",2,100000,10,0,-2.74909577611055,0
"2022_Q1",56,82,"median",57,0.12449,46,1.09888,"AUD",2,100000,10,1.32058603355107,-2.320329904609,0
"2022_Q3",56,82,"median",57,0.12449,46,1.09888,"AUD",2,100000,10,-4.14468571003756,5.53765547994269,-4.87730397858839
"2022_Q4",56,82,"median",57,0.12449,46,1.09888,"AUD",2,100000,10,-1.42185001448812,0,-2.98856467027077
"2023_Q2",56,82,"median",57,0.12449,46,1.09888,"AUD",2,100000,10,15.450018269414,-6.14161376109135,11.4372653013012
"2023_Q4",56,82,"median",57,0.12449,46,1.09888,"AUD",2,100000,10,18.5086207963732,-6.4385312767538,12.0266049721791
"2024_Q1",56,82,"median",57,0.12449,46,1.09888,"AUD",2,100000,10,-3.78036962873733,1.47173783291577,-4.95914152962632
"2024_Q2",56,82,"median",57,0.12449,46,1.09888,"AUD",2,100000,10,-0.439304731573112,-0.0347303256761764,-2.12844045626643
"2022_Q1",37,83,"median",54,0.0974,45,0.91272,"AUD",2,100000,10,2.18642075377062,-3.42120654243182,0
"2022_Q3",37,83,"median",54,0.0974,45,0.91272,"AUD",2,100000,10,-3.67777798337214,1.25131401292842,-4.57546630472057
"2022_Q4",37,83,"median",54,0.0974,45,0.91272,"AUD",2,100000,10,0,-2.44754618335272,0
"2023_Q2",37,83,"median",54,0.0974,45,0.91272,"AUD",2,100000,10,1.46554753231019,-5.23047890127406,0.106943632095006
"2023_Q4",37,83,"median",54,0.0974,45,0.91272,"AUD",2,100000,10,1.53719381095572,-4.62464161664643,0
"2024_Q1",37,83,"median",54,0.0974,45,0.91272,"AUD",2,100000,10,-4.64367919005588,0.790188711862998,-5.73589818895166
"2024_Q2",37,83,"median",54,0.0974,45,0.91272,"AUD",2,100000,10,0,-2.99963146923219,-0.0119458038939775
"2022_Q1",58,73,"median",63,0.12053,47,1.02207,"AUD",2,100000,10,1.8953522709177,-2.78002675442623,0
"2022_Q3",58,73,"median",63,0.12053,47,1.02207,"AUD",2,100000,10,-5.80328620018511,9.91216116067603,-6.46072335942832
"2022_Q4",58,73,"median",63,0.12053,47,1.02207,"AUD",2,100000,10,0,-0.184592780658035,-1.37462015042824
"2023_Q2",58,73,"median",63,0.12053,47,1.02207,"AUD",2,100000,10,11.5478640821373,-5.54415782409643,7.84702777755096
"2023_Q4",58,73,"median",63,0.12053,47,1.02207,"AUD",2,100000,10,5.88718996512657,-4.98096959023334,2.00671157802268
"2024_Q1",58,73,"median",63,0.12053,47,1.02207,"AUD",2,100000,10,-4.24756116969465,1.84041688392606,-5.38119768833248
"2024_Q2",58,73,"median",63,0.12053,47,1.02207,"AUD",2,100000,10,0,-2.29625448474761,0
"2022_Q1",49,92,"median",43,0.05119,65,1.38045,"AUD",2,100000,10,12.5923589175509,-4.54488365644641,6.07025363196112
"2022_Q3",49,92,"median",43,0.05119,65,1.38045,"AUD",2,100000,10,-5.16676637606121,13.6275535666463,-5.87281493983266
"2022_Q4",49,92,"median",43,0.05119,65,1.38045,"AUD",2,100000,10,1.38460110233266,-2.00982888317066,0
"2023_Q2",49,92,"median",43,0.05119,65,1.38045,"AUD",2,100000,10,5.91947139507753,-4.6069341779837,2.88270373729187
"2023_Q4",49,92,"median",43,0.05119,65,1.38045,"AUD",2,100000,10,33.4104019460918,-6.8121247034579,25.5356837670978
"2024_Q1",49,92,"median",43,0.05119,65,1.38045,"AUD",2,100000,10,-4.08835571615782,7.05160460567404,-5.25477472732036
"2024_Q2",49,92,"median",43,0.05119,65,1.38045,"AUD",2,100000,10,0,-1.68278990216865,0
"2022_Q1",35,90,"median",44,0.06677,62,1.36193,"AUD",2,100000,10,12.9348540450281,-4.50205916559913,5.91316726398231
"2022_Q3",35,90,"median",44,0.06677,62,1.36193,"AUD",2,100000,10,-7.15510994732942,17.9191355115781,-7.56456256570222
"2022_Q4",35,90,"median",44,0.06677,62,1.36193,"AUD",2,100000,10,0,-0.225743449794124,-0.900005553342216
"2023_Q2",35,90,"median",44,0.06677,62,1.36193,"AUD",2,100000,10,8.02538315644838,-6.23370672408905,5.39861413283467
"2023_Q4",35,90,"median",44,0.06677,62,1.36193,"AUD",2,100000,10,25.5837961569556,-6.12303245704091,15.9552485812377
"2024_Q1",35,90,"median",44,0.06677,62,1.36193,"AUD",2,100000,10,-4.81945252493475,4.69284446499071,-5.84100943297065
"2024_Q2",35,90,"median",44,0.06677,62,1.36193,"AUD",2,100000,10,0,-2.5659841438541,0
"2022_Q1",34,88,"median",46,0.06227,63,1.38594,"AUD",2,100000,10,6.49248337475112,-3.93793989736874,2.23232660002374
"2022_Q3",34,88,"median",46,0.06227,63,1.38594,"AUD",2,100000,10,-5.90436466923556,16.4438340638669,-6.4695141300287
"2022_Q4",34,88,"median",46,0.06227,63,1.38594,"AUD",2,100000,10,0.22999045628289,-1.60815904557932,0
"2023_Q2",34,88,"median",46,0.06227,63,1.38594,"AUD",2,100000,10,4.99834676564438,-5.85669462506575,2.37365456594879
"2023_Q4",34,88,"median",46,0.06227,63,1.38594,"AUD",2,100000,10,9.48264122199504,-4.75703150228282,5.373378226933
"2024_Q1",34,88,"median",46,0.06227,63,1.38594,"AUD",2,100000,10,-4.70443864450614,3.90938957349376,-5.74467012184887
"2024_Q2",34,88,"median",46,0.06227,63,1.38594,"AUD",2,100000,10,0,-2.06869481106555,-0.287257584946871
"2022_Q1",28,92,"median",25,0.15769,62,1.42193,"AUD",2,100000,10,9.45800092622225,-5.06227032330043,1.66485877397831
"2022_Q3",28,92,"median",25,0.15769,62,1.42193,"AUD",2,100000,10,-5.58921749312541,9.48492525218071,-6.88402866747492
"2022_Q4",28,92,"median",25,0.15769,62,1.42193,"AUD",2,100000,10,3.21566095201682,-3.74724298159915,0
"2023_Q2",28,92,"median",25,0.15769,62,1.42193,"AUD",2,100000,10,0.166968555198649,-4.75150251881237,-4.4841779719625
"2023_Q4",28,92,"median",25,0.15769,62,1.42193,"AUD",2,100000,10,17.8863778958825,-5.53821461498031,4.95506347240931
"2024_Q1",28,92,"median",25,0.15769,62,1.42193,"AUD",2,100000,10,-4.97589982853681,4.45639236622671,-6.31404060270435
"2024_Q2",28,92,"median",25,0.15769,62,1.42193,"AUD",2,100000,10,4.90361422060955,-4.34905311601379,0
"2022_Q1",45,74,"median",42,0.06088,74,0.51474,"AUD",2,100000,10,6.80638583316604,-4.51478000747215,2.2005928694504
"2022_Q3",45,74,"median",42,0.06088,74,0.51474,"AUD",2,100000,10,-1.19627074591164,-0.262480548831918,-2.21405708232082
"2022_Q4",45,74,"median",42,0.06088,74,0.51474,"AUD",2,100000,10,0.722401041916968,-4.78281561629769,0
"2023_Q2",45,74,"median",42,0.06088,74,0.51474,"AUD",2,100000,10,0,-3.91677606584355,0
"2023_Q4",45,74,"median",42,0.06088,74,0.51474,"AUD",2,100000,10,2.1345387802097,-4.9337689122151,0
"2024_Q1",45,74,"median",42,0.06088,74,0.51474,"AUD",2,100000,10,-3.79042760583816,0,-4.96459310089048
"2024_Q2",45,74,"median",42,0.06088,74,0.51474,"AUD",2,100000,10,0,-2.81802177685432,-0.762106566717577
"2022_Q1",31,90,"mean",25,0.04393,55,1.30477,"AUD",2,100000,10,1.11955487282249,-2.90153734543669,0
"2022_Q3",31,90,"mean",25,0.04393,55,1.30477,"AUD",2,100000,10,-3.60750384992726,2.38711002503586,-4.87457194826547
"2022_Q4",31,90,"mean",25,0.04393,55,1.30477,"AUD",2,100000,10,4.09609043758319,-4.77290037628471,0.237184425373517
"2023_Q2",31,90,"mean",25,0.04393,55,1.30477,"AUD",2,100000,10,4.43954667403592,-5.19739565143294,-0.328515074906428
"2023_Q4",31,90,"mean",25,0.04393,55,1.30477,"AUD",2,100000,10,1.45414619827242,-3.86054265481465,0
"2024_Q1",31,90,"mean",25,0.04393,55,1.30477,"AUD",2,100000,10,-3.51308648196163,0.526336732495532,-5.37184397389705
"2024_Q2",31,90,"mean",25,0.04393,55,1.30477,"AUD",2,100000,10,16.1419873486394,-5.09230119432564,6.6985953570615
"2022_Q1",41,56,"median",63,0.28983,71,0.90916,"AUD",2,100000,10,0.187359733752615,-2.44159404758987,0
"2022_Q3",41,56,"median",63,0.28983,71,0.90916,"AUD",2,100000,10,-1.61883455429648,0,-2.65549532204129
"2022_Q4",41,56,"median",63,0.28983,71,0.90916,"AUD",2,100000,10,-0.064896135572344,-0.636931965538413,-1.59092680335895
"2023_Q2",41,56,"median",63,0.28983,71,0.90916,"AUD",2,100000,10,-0.000703558893661964,-2.78154490500428,-0.532681801079038
"2023_Q4",41,56,"median",63,0.28983,71,0.90916,"AUD",2,100000,10,0,-2.39524784080574,-0.16882013031127
"2024_Q1",41,56,"median",63,0.28983,71,0.90916,"AUD",2,100000,10,-3.85460117265194,1.33059984579457,-5.06140146071784
"2024_Q2",41,56,"median",63,0.28983,71,0.90916,"AUD",2,100000,10,0,-1.65887031309476,-0.283352738500959
"2022_Q1",61,74,"median",26,0.14793,57,1.53923,"AUD",2,100000,10,1.44511702755667,-1.98874323850919,0
"2022_Q3",61,74,"median",26,0.14793,57,1.53923,"AUD",2,100000,10,-5.52414716937196,16.0983940715664,-6.60514575649031
"2022_Q4",61,74,"median",26,0.14793,57,1.53923,"AUD",2,100000,10,0,-0.0743863541620674,-0.54890158459037
"2023_Q2",61,74,"median",26,0.14793,57,1.53923,"AUD",2,100000,10,3.70981481030688,-3.92350841165428,-1.66908728227
"2023_Q4",61,74,"median",26,0.14793,57,1.53923,"AUD",2,100000,10,27.984484110114,-6.42526082224412,12.9422788278394
"2024_Q1",61,74,"median",26,0.14793,57,1.53923,"AUD",2,100000,10,-3.37344824001642,4.36860930259021,-5.22498486763194
"2024_Q2",61,74,"median",26,0.14793,57,1.53923,"AUD",2,100000,10,0,-0.905717167018449,-0.971036780202038
"2022_Q1",20,93,"median",35,0.23961,33,1.9433,"AUD",2,100000,10,11.4413382787257,-4.71636506424934,5.12987334765699
"2022_Q3",20,93,"median",35,0.23961,33,1.9433,"AUD",2,100000,10,-4.98598619546131,11.7821218269683,-5.8075906479076
"2022_Q4",20,93,"median",35,0.23961,33,1.9433,"AUD",2,100000,10,6.74176214980745,-5.73557150864358,1.70882405869567
"2023_Q2",20,93,"median",35,0.23961,33,1.9433,"AUD",2,100000,10,-0.277871157974513,-1.6973730775831,-2.20812326603613
"2023_Q4",20,93,"median",35,0.23961,33,1.9433,"AUD",2,100000,10,1.67540070487761,-3.83123220652286,0
"2024_Q1",20,93,"median",35,0.23961,33,1.9433,"AUD",2,100000,10,-4.32355706178114,1.25941315002671,-6.0063761806229
"2024_Q2",20,93,"median",35,0.23961,33,1.9433,"AUD",2,100000,10,1.60101380731693,-3.72085223982694,0
"2022_Q1",25,2,"median",41,0.08779,82,0.94549,"AUD",2,100000,10,0,-0.19832662544772,0
"2022_Q3",25,2,"median",41,0.08779,82,0.94549,"AUD",2,100000,10,-0.408946218689155,0.454006486289708,-1.28977607707742
"2022_Q4",25,2,"median",41,0.08779,82,0.94549,"AUD",2,100000,10,-3.63485232310137,5.52688938099687,-4.90798046544059
"2023_Q2",25,2,"median",41,0.08779,82,0.94549,"AUD",2,100000,10,1.97288492156048,-3.37426468059754,0.626961858303304
"2023_Q4",25,2,"median",41,0.08779,82,0.94549,"AUD",2,100000,10,4.36763542815474,-2.57957417815473,0.250085607266662
"2024_Q1",25,2,"median",41,0.08779,82,0.94549,"AUD",2,100000,10,0,0,0
"2024_Q2",25,2,"median",41,0.08779,82,0.94549,"AUD",2,100000,10,-0.801155797935894,0.794974305302465,-2.21629394778948
"2022_Q1",50,81,"median",61,0.13059,43,1.10379,"AUD",2,100000,10,12.0462599048685,-4.35588295661959,5.43049785238859
"2022_Q3",50,81,"median",61,0.13059,43,1.10379,"AUD",2,100000,10,-5.0296883572316,5.6556836673587,-5.88182218516023
"2022_Q4",50,81,"median",61,0.13059,43,1.10379,"AUD",2,100000,10,-1.66943581415143,0,-3.17561669392194
"2023_Q2",50,81,"median",61,0.13059,43,1.10379,"AUD",2,100000,10,9.33107866961145,-5.35997769003093,5.84537760297717
"2023_Q4",50,81,"median",61,0.13059,43,1.10379,"AUD",2,100000,10,24.4818465701962,-6.0744290551884,13.7036424410735
"2024_Q1",50,81,"median",61,0.13059,43,1.10379,"AUD",2,100000,10,-3.18973402009237,0.432225490575701,-4.608348192277
"2024_Q2",50,81,"median",61,0.13059,43,1.10379,"AUD",2,100000,10,0,-2.15862797452162,0
"2022_Q1",51,94,"median",52,0.03156,41,1.15974,"AUD",2,100000,10,10.2928458649313,-4.41581628878532,3.36002588864417
"2022_Q3",51,94,"median",52,0.03156,41,1.15974,"AUD",2,100000,10,-4.43606015615547,6.33999650083436,-5.22317654143904
"2022_Q4",51,94,"median",52,0.03156,41,1.15974,"AUD",2,100000,10,-0.492937590481857,0,-1.90813037572303
"2023_Q2",51,94,"median",52,0.03156,41,1.15974,"AUD",2,100000,10,16.4382659436008,-6.2431635566633,11.136117913456
"2023_Q4",51,94,"median",52,0.03156,41,1.15974,"AUD",2,100000,10,17.1202051406619,-5.59697885377728,8.84715056122376
"2024_Q1",51,94,"median",52,0.03156,41,1.15974,"AUD",2,100000,10,-2.5825307394757,0.458624931958317,-3.90548858170951
"2024_Q2",51,94,"median",52,0.03156,41,1.15974,"AUD",2,100000,10,0,-1.40976363054959,-0.387242246963477
"2022_Q1",63,95,"median",50,0.03031,40,1.56281,"AUD",2,100000,10,0,-0.709313843141426,0
"2022_Q3",63,95,"median",50,0.03031,40,1.56281,"AUD",2,100000,10,-5.35806486990921,11.9111603845857,-6.20174272794917
"2022_Q4",63,95,"median",50,0.03031,40,1.56281,"AUD",2,100000,10,-1.71540006101372,0.226918303576127,-2.81391494927288
"2023_Q2",63,95,"median",50,0.03031,40,1.56281,"AUD",2,100000,10,18.1371763504658,-5.96116113059411,13.4882474235793
"2023_Q4",63,95,"median",50,0.03031,40,1.56281,"AUD",2,100000,10,23.6747191589473,-6.00844261409443,13.9692579987498
"2024_Q1",63,95,"median",50,0.03031,40,1.56281,"AUD",2,100000,10,-1.54659802683784,0,-2.89312102417823
"2024_Q2",63,95,"median",50,0.03031,40,1.56281,"AUD",2,100000,10,0,-2.79724396055405,0
"2022_Q1",63,97,"median",47,0.01632,60,1.87719,"AUD",2,100000,10,0,0,-0.271799407733368
"2022_Q3",63,97,"median",47,0.01632,60,1.87719,"AUD",2,100000,10,-6.75711400566346,22.6358310037496,-7.2638671942162
"2022_Q4",63,97,"median",47,0.01632,60,1.87719,"AUD",2,100000,10,0,-0.635868931892608,0
"2023_Q2",63,97,"median",47,0.01632,60,1.87719,"AUD",2,100000,10,1.40742500936287,-2.26141195253685,0.467861578062654
"2023_Q4",63,97,"median",47,0.01632,60,1.87719,"AUD",2,100000,10,32.3669859115403,-5.8091469079872,17.2752760590797
"2024_Q1",63,97,"median",47,0.01632,60,1.87719,"AUD",2,100000,10,-4.02627806223576,7.34489284866633,-5.08847890839616
"2024_Q2",63,97,"median",47,0.01632,60,1.87719,"AUD",2,100000,10,0,0,-1.49082018059985
"2022_Q1",41,88,"median",41,0.17125,24,1.5448,"AUD",2,100000,10,2.97157083728659,-3.23155415096594,0
"2022_Q3",41,88,"median",41,0.17125,24,1.5448,"AUD",2,100000,10,-5.72959964430116,14.2772750204787,-6.38939109705316
"2022_Q4",41,88,"median",41,0.17125,24,1.5448,"AUD",2,100000,10,-2.64437241651943,0.278866139024095,-4.00597296183383
"2023_Q2",41,88,"median",41,0.17125,24,1.5448,"AUD",2,100000,10,21.7532357922092,-6.44808603650084,15.5568722130889
"2023_Q4",41,88,"median",41,0.17125,24,1.5448,"AUD",2,100000,10,2.79221898016512,-3.65439273694992,0.191870088683013
"2024_Q1",41,88,"median",41,0.17125,24,1.5448,"AUD",2,100000,10,-4.20790880334329,1.63689860972456,-5.64085297041144
"2024_Q2",41,88,"median",41,0.17125,24,1.5448,"AUD",2,100000,10,-0.207694430147924,-0.66243840364754,-2.08718219482142
"2022_Q1",70,70,"mean",30,0.07209,51,2.34682,"AUD",2,100000,10,-2.13350994307594,2.21245571089565,-3.13038813419969
"2022_Q3",70,70,"mean",30,0.07209,51,2.34682,"AUD",2,100000,10,-0.871031393436713,0.16347906937863,-2.39681491059649
"2022_Q4",70,70,"mean",30,0.07209,51,2.34682,"AUD",2,100000,10,4.557089778318,-3.2462552076753,2.12687109352407
"2023_Q2",70,70,"mean",30,0.07209,51,2.34682,"AUD",2,100000,10,0,-1.64841306882905,0
"2023_Q4",70,70,"mean",30,0.07209,51,2.34682,"AUD",2,100000,10,-5.60644455158743,25.5486356469477,-6.35282446621213
"2024_Q1",70,70,"mean",30,0.07209,51,2.34682,"AUD",2,100000,10,0,0,-0.953592089074879
"2024_Q2",70,70,"mean",30,0.07209,51,2.34682,"AUD",2,100000,10,0,-0.152281990109103,-0.49368420541913
"2022_Q1",64,78,"median",16,0.03289,86,1.50157,"AUD",2,100000,10,-2.33115057371875,2.71278940119119,-6.26760008630289
"2022_Q3",64,78,"median",16,0.03289,86,1.50157,"AUD",2,100000,10,-5.3970716677766,9.31890632963616,-7.25173776010027
"2022_Q4",64,78,"median",16,0.03289,86,1.50157,"AUD",2,100000,10,-0.96698723058425,0.0651518392709496,-4.82196632712052
"2023_Q2",64,78,"median",16,0.03289,86,1.50157,"AUD",2,100000,10,0.23000788728956,-1.34492081895692,-7.56803486997218
"2023_Q4",64,78,"median",16,0.03289,86,1.50157,"AUD",2,100000,10,14.5274974808755,-4.79495930807941,0
"2024_Q1",64,78,"median",16,0.03289,86,1.50157,"AUD",2,100000,10,-0.555354606781368,0,-4.46614718373677
"2024_Q2",64,78,"median",16,0.03289,86,1.50157,"AUD",2,100000,10,-3.44025387844065,2.48496639647314,-6.42792897004206
"2022_Q1",81,87,"mean",49,0.40852,77,1.27208,"AUD",2,100000,10,-0.606724130033032,0,-2.19267135673457
"2022_Q3",81,87,"mean",49,0.40852,77,1.27208,"AUD",2,100000,10,-7.79156106678793,40.7855015825887,-8.26991411969908
"2022_Q4",81,87,"mean",49,0.40852,77,1.27208,"AUD",2,100000,10,2.14948765217537,-2.08142955596768,1.37522812041964
"2023_Q2",81,87,"mean",49,0.40852,77,1.27208,"AUD",2,100000,10,-0.668753657822446,0,-2.97938568423892
"2023_Q4",81,87,"mean",49,0.40852,77,1.27208,"AUD",2,100000,10,2.4085007073247,-2.34637415935225,0
"2024_Q1",81,87,"mean",49,0.40852,77,1.27208,"AUD",2,100000,10,-2.93493561385662,4.0816487473142,-4.65298089863073
"2024_Q2",81,87,"mean",49,0.40852,77,1.27208,"AUD",2,100000,10,0,0,-0.905703227219307
"2022_Q1",32,96,"median",43,0.03799,67,0.80217,"AUD",2,100000,10,4.9057585168529,-4.20175119366431,0.786230848799425
"2022_Q3",32,96,"median",43,0.03799,67,0.80217,"AUD",2,100000,10,-3.62615875715282,1.24799023637162,-4.49476100292311
"2022_Q4",32,96,"median",43,0.03799,67,0.80217,"AUD",2,100000,10,0,-1.75012596678651,-0.0533505723441394
"2023_Q2",32,96,"median",43,0.03799,67,0.80217,"AUD",2,100000,10,0,-4.30072994848729,0
"2023_Q4",32,96,"median",43,0.03799,67,0.80217,"AUD",2,100000,10,6.32712310163186,-4.74050446342169,2.53914659630432
"2024_Q1",32,96,"median",43,0.03799,67,0.80217,"AUD",2,100000,10,-3.12718499165885,0,-4.27741240081664
"2024_Q2",32,96,"median",43,0.03799,67,0.80217,"AUD",2,100000,10,-1.89916949807785,0,-3.42242005686489
"2022_Q1",35,21,"mean",3,0.21995,98,1.54965,"XAU",2,100,15,0,0,0
"2022_Q3",35,21,"mean",3,0.21995,98,1.54965,"XAU",2,100,15,0,0,0
"2022_Q4",35,21,"mean",3,0.21995,98,1.54965,"XAU",2,100,15,0,0,0
"2023_Q2",35,21,"mean",3,0.21995,98,1.54965,"XAU",2,100,15,0,0,0
"2023_Q4",35,21,"mean",3,0.21995,98,1.54965,"XAU",2,100,15,0,0,0
"2024_Q1",35,21,"mean",3,0.21995,98,1.54965,"XAU",2,100,15,-2.97437943797531,485.519746972511,0
"2024_Q2",35,21,"mean",3,0.21995,98,1.54965,"XAU",2,100,15,0,0,0
"2022_Q1",95,30,"mean",6,0.19125,37,0.74154,"XAU",2,100,15,-5.55907930175109,6.58925324054797,-14.9715114574104
"2022_Q3",95,30,"mean",6,0.19125,37,0.74154,"XAU",2,100,15,-1.71335780208043,0.379924051770171,-15.709902916392
"2022_Q4",95,30,"mean",6,0.19125,37,0.74154,"XAU",2,100,15,2.31087115993596,-2.87461615437191,-14.6265418498841
"2023_Q2",95,30,"mean",6,0.19125,37,0.74154,"XAU",2,100,15,-7.83100728740652,22.4634544276288,-15.6995480531105
"2023_Q4",95,30,"mean",6,0.19125,37,0.74154,"XAU",2,100,15,48.6996689964143,-9.83529955363919,-14.9551234673863
"2024_Q1",95,30,"mean",6,0.19125,37,0.74154,"XAU",2,100,15,-3.14518150489317,2.78405315262051,-15.3087852344038
"2024_Q2",95,30,"mean",6,0.19125,37,0.74154,"XAU",2,100,15,-6.81314444034692,6.01268620724466,-15.6744920310791
"2022_Q1",77,1,"median",23,0.37931,86,2.3906,"XAU",2,100,15,0,0,0
"2022_Q3",77,1,"median",23,0.37931,86,2.3906,"XAU",2,100,15,0,0,0
"2022_Q4",77,1,"median",23,0.37931,86,2.3906,"XAU",2,100,15,0,0,0
"2023_Q2",77,1,"median",23,0.37931,86,2.3906,"XAU",2,100,15,0,0,0
"2023_Q4",77,1,"median",23,0.37931,86,2.3906,"XAU",2,100,15,0,0,0
"2024_Q1",77,1,"median",23,0.37931,86,2.3906,"XAU",2,100,15,0,0,0
"2024_Q2",77,1,"median",23,0.37931,86,2.3906,"XAU",2,100,15,0,0,0
"2022_Q1",69,29,"mean",72,0.3579,81,0.85585,"XAU",2,100,15,-4.71168116251999,7.51587005512849,-6.13940385659196
"2022_Q3",69,29,"mean",72,0.3579,81,0.85585,"XAU",2,100,15,0.00464752678265969,-0.345374065384985,-0.0317128567817509
"2022_Q4",69,29,"mean",72,0.3579,81,0.85585,"XAU",2,100,15,0,0,-0.626374071751601
"2023_Q2",69,29,"mean",72,0.3579,81,0.85585,"XAU",2,100,15,-6.42193773739234,12.7083627100757,-6.67535881167482
"2023_Q4",69,29,"mean",72,0.3579,81,0.85585,"XAU",2,100,15,7.27810975773682,-4.67887457304432,4.90126094625212
"2024_Q1",69,29,"mean",72,0.3579,81,0.85585,"XAU",2,100,15,-3.00218510573248,2.788099013599,-4.08240498986968
"2024_Q2",69,29,"mean",72,0.3579,81,0.85585,"XAU",2,100,15,-0.918852138224711,0.557015347486846,-2.32518665659728
"2022_Q1",62,48,"median",45,0.48,90,2.62079,"XAU",2,100,15,0,0,0
"2022_Q3",62,48,"median",45,0.48,90,2.62079,"XAU",2,100,15,0,0,0
"2022_Q4",62,48,"median",45,0.48,90,2.62079,"XAU",2,100,15,0,0,0
"2023_Q2",62,48,"median",45,0.48,90,2.62079,"XAU",2,100,15,0,0,0
"2023_Q4",62,48,"median",45,0.48,90,2.62079,"XAU",2,100,15,0,0,0
"2024_Q1",62,48,"median",45,0.48,90,2.62079,"XAU",2,100,15,0,0,0
"2024_Q2",62,48,"median",45,0.48,90,2.62079,"XAU",2,100,15,0,0,0
"2022_Q1",85,8,"median",94,0.17346,97,1.02661,"XAU",2,100,15,0,0,-0.120524133536352
"2022_Q3",85,8,"median",94,0.17346,97,1.02661,"XAU",2,100,15,0.506781832817146,-0.462456323178626,0
"2022_Q4",85,8,"median",94,0.17346,97,1.02661,"XAU",2,100,15,0.173303005794295,-0.185908888307351,0
"2023_Q2",85,8,"median",94,0.17346,97,1.02661,"XAU",2,100,15,-6.87565513202153,22.2772223841454,-6.93736968394703
"2023_Q4",85,8,"median",94,0.17346,97,1.02661,"XAU",2,100,15,-2.61295413404411,6.43843577133717,-2.59870998323904
"2024_Q1",85,8,"median",94,0.17346,97,1.02661,"XAU",2,100,15,26.8087853731731,-8.84904132427239,23.0875605178783
"2024_Q2",85,8,"median",94,0.17346,97,1.02661,"XAU",2,100,15,0,0,0
"2022_Q1",94,50,"mean",11,0.35561,71,1.45093,"XAU",2,100,15,-10.4017432313842,39.650401307137,-13.7785879988389
"2022_Q3",94,50,"mean",11,0.35561,71,1.45093,"XAU",2,100,15,-2.75669362480262,2.07964791933717,-12.5881730594394
"2022_Q4",94,50,"mean",11,0.35561,71,1.45093,"XAU",2,100,15,13.314108498624,-6.24374614542752,-12.4672652504307
"2023_Q2",94,50,"mean",11,0.35561,71,1.45093,"XAU",2,100,15,-4.16776144432032,6.28786347113232,-13.6881254055343
"2023_Q4",94,50,"mean",11,0.35561,71,1.45093,"XAU",2,100,15,-3.57448280495747,3.45890938442804,-13.7066457836289
"2024_Q1",94,50,"mean",11,0.35561,71,1.45093,"XAU",2,100,15,-0.604574486137521,0.277696889337012,-11.8791939284642
"2024_Q2",94,50,"mean",11,0.35561,71,1.45093,"XAU",2,100,15,2.7278888837194,-2.09631928890395,-10.205297033803
"2022_Q1",47,49,"mean",16,0.53927,77,2.27523,"XAU",2,100,15,0,0,0
"2022_Q3",47,49,"mean",16,0.53927,77,2.27523,"XAU",2,100,15,7.2864046089676,-4.6332334225983,-10.6918376258666
"2022_Q4",47,49,"mean",16,0.53927,77,2.27523,"XAU",2,100,15,24.6636544118653,-7.7297536756233,-8.69492134439665
"2023_Q2",47,49,"mean",16,0.53927,77,2.27523,"XAU",2,100,15,-1.36568283704262,1.12955760822172,-10.2430558181675
"2023_Q4",47,49,"mean",16,0.53927,77,2.27523,"XAU",2,100,15,0,0,0
"2024_Q1",47,49,"mean",16,0.53927,77,2.27523,"XAU",2,100,15,-10.4581311490712,70.0711663501754,-11.5712615328989
"2024_Q2",47,49,"mean",16,0.53927,77,2.27523,"XAU",2,100,15,0,0,0
"2022_Q1",79,28,"mean",33,0.59417,34,1.50565,"XAU",2,100,15,0,-0.0122649399570949,-5.70365734831152
