"selected_quarter","fast_ma","ma_diff","signal_estimator","window_regime","treshold_regime","volat_param","m_","instrument_name","group_data","p_val","tr_cost","stats_mm","stats_mr","stats_fl"
"2024_Q1",92,11,"mean",74,0.31322,3,1.67557,"NQ",1,20,12,-8.41205079983111,0.588051816639933,-8.45150643651162
"2024_Q2",92,11,"mean",74,0.31322,3,1.67557,"NQ",1,20,12,1.26103568941985,-5.22078237007794,1.04047649185559
"2022_Q1",81,27,"median",92,0.23056,48,0.69379,"NQ",1,20,12,16.76406583945,-13.326218493441,16.76406583945
"2022_Q3",81,27,"median",92,0.23056,48,0.69379,"NQ",1,20,12,2.77538861237979,-6.27839277394443,2.68731677777341
"2022_Q4",81,27,"median",92,0.23056,48,0.69379,"NQ",1,20,12,-3.81883935562613,1.82200871641836,-3.81883935562613
"2023_Q2",81,27,"median",92,0.23056,48,0.69379,"NQ",1,20,12,-0.0197030817711541,-2.45494316733677,-1.39877483939015
"2023_Q4",81,27,"median",92,0.23056,48,0.69379,"NQ",1,20,12,-10.9788664388851,18.2243119428923,-10.9788664388851
"2024_Q1",81,27,"median",92,0.23056,48,0.69379,"NQ",1,20,12,-2.45809765337172,0,-2.48773625201687
"2024_Q2",81,27,"median",92,0.23056,48,0.69379,"NQ",1,20,12,0.0661694176345023,-3.04510075975664,0
"2022_Q1",66,40,"mean",100,0.46789,65,1.23648,"NQ",1,20,12,87.4797078783652,-15.8847475557182,87.1674886552542
"2022_Q3",66,40,"mean",100,0.46789,65,1.23648,"NQ",1,20,12,22.4657525191056,-11.4918284778201,22.1202815357314
"2022_Q4",66,40,"mean",100,0.46789,65,1.23648,"NQ",1,20,12,54.9695333323849,-11.4620177353486,53.5077003889862
"2023_Q2",66,40,"mean",100,0.46789,65,1.23648,"NQ",1,20,12,6.86654827048495,-7.32442800087812,2.03806684277451
"2023_Q4",66,40,"mean",100,0.46789,65,1.23648,"NQ",1,20,12,-9.25946109443041,11.6697301986854,-9.30066325987649
"2024_Q1",66,40,"mean",100,0.46789,65,1.23648,"NQ",1,20,12,0,-1.3203166842309,-0.0433450661294965
"2024_Q2",66,40,"mean",100,0.46789,65,1.23648,"NQ",1,20,12,-4.59897242523239,3.98446494100611,-4.69099737583788
"2022_Q1",49,60,"mean",100,0.50799,62,1.1562,"NQ",1,20,12,13.1738970704005,-8.90044192570662,13.0310796840042
"2022_Q3",49,60,"mean",100,0.50799,62,1.1562,"NQ",1,20,12,0,-2.40919681320388,-0.521651442773199
"2022_Q4",49,60,"mean",100,0.50799,62,1.1562,"NQ",1,20,12,-0.758263123515026,-0.643852727149849,-0.777715939168025
"2023_Q2",49,60,"mean",100,0.50799,62,1.1562,"NQ",1,20,12,15.8741195115784,-7.98282727446106,9.52416186386263
"2023_Q4",49,60,"mean",100,0.50799,62,1.1562,"NQ",1,20,12,-10.9949248000404,19.7320001139347,-11.0234265358627
"2024_Q1",49,60,"mean",100,0.50799,62,1.1562,"NQ",1,20,12,0,-3.18004970188717,0
"2024_Q2",49,60,"mean",100,0.50799,62,1.1562,"NQ",1,20,12,0.732727411458102,-3.10956022597112,0.601432401734952
"2022_Q1",43,39,"median",33,0.11599,55,1.21868,"NQ",1,20,12,28.9552793561036,-12.9441387422413,28.7620218325322
"2022_Q3",43,39,"median",33,0.11599,55,1.21868,"NQ",1,20,12,2.10688537306003,-3.98199293818952,1.06902579518332
"2022_Q4",43,39,"median",33,0.11599,55,1.21868,"NQ",1,20,12,1.41941925386754,-5.19262813748385,0.972972163123162
"2023_Q2",43,39,"median",33,0.11599,55,1.21868,"NQ",1,20,12,-3.99149294078009,0,-8.75113218048616
"2023_Q4",43,39,"median",33,0.11599,55,1.21868,"NQ",1,20,12,-1.00502589122181,-0.740061690259577,-1.00697965805361
"2024_Q1",43,39,"median",33,0.11599,55,1.21868,"NQ",1,20,12,-1.20048300822004,-0.606371137717164,-1.89429801448665
"2024_Q2",43,39,"median",33,0.11599,55,1.21868,"NQ",1,20,12,-2.35581698853381,0,-2.52047589948437
"2022_Q1",62,71,"mean",93,0.0687,28,1.01207,"NQ",1,20,12,16.6726404539155,-13.7870658382181,16.5430199234107
"2022_Q3",62,71,"mean",93,0.0687,28,1.01207,"NQ",1,20,12,-0.205630541643521,-2.40424575581829,-0.240324618602499
"2022_Q4",62,71,"mean",93,0.0687,28,1.01207,"NQ",1,20,12,12.3716392769811,-11.1318531086639,12.3145974122405
"2023_Q2",62,71,"mean",93,0.0687,28,1.01207,"NQ",1,20,12,0.27350734811803,-4.8627260868534,0
"2023_Q4",62,71,"mean",93,0.0687,28,1.01207,"NQ",1,20,12,-7.56168680183034,5.1441793188371,-7.6321014539216
"2024_Q1",62,71,"mean",93,0.0687,28,1.01207,"NQ",1,20,12,-6.83861573139763,10.7764609528857,-6.85411915669404
"2024_Q2",62,71,"mean",93,0.0687,28,1.01207,"NQ",1,20,12,20.800795692067,-8.33908533675958,20.3210135557954
"2022_Q1",66,42,"mean",87,0.45451,69,1.49326,"NQ",1,20,12,35.998862587049,-12.4132295604666,35.8374650892052
"2022_Q3",66,42,"mean",87,0.45451,69,1.49326,"NQ",1,20,12,11.0531950228588,-10.2091777323975,10.5536627175233
"2022_Q4",66,42,"mean",87,0.45451,69,1.49326,"NQ",1,20,12,45.0749983827408,-13.3389715695252,44.4683449970366
"2023_Q2",66,42,"mean",87,0.45451,69,1.49326,"NQ",1,20,12,5.33232871329634,-6.03900814257173,0
"2023_Q4",66,42,"mean",87,0.45451,69,1.49326,"NQ",1,20,12,-7.13366726708266,9.35829764936828,-7.20267279447361
"2024_Q1",66,42,"mean",87,0.45451,69,1.49326,"NQ",1,20,12,-6.04330148053461,10.5955979305978,-6.09876651029724
"2024_Q2",66,42,"mean",87,0.45451,69,1.49326,"NQ",1,20,12,-0.859375417355773,0,-0.966571964766763
"2022_Q1",81,55,"mean",94,0.40124,83,0.73634,"NQ",1,20,12,16.663986621903,-12.8320150519139,16.530171847935
"2022_Q3",81,55,"mean",94,0.40124,83,0.73634,"NQ",1,20,12,-5.14892882780533,9.07260919702794,-5.21780837959187
"2022_Q4",81,55,"mean",94,0.40124,83,0.73634,"NQ",1,20,12,23.9724835799201,-11.1701912360306,23.9328145421588
"2023_Q2",81,55,"mean",94,0.40124,83,0.73634,"NQ",1,20,12,-4.05859192075906,0,-6.54054977780927
"2023_Q4",81,55,"mean",94,0.40124,83,0.73634,"NQ",1,20,12,-10.2068924963218,14.7139683891395,-10.2584179754096
"2024_Q1",81,55,"mean",94,0.40124,83,0.73634,"NQ",1,20,12,-1.94505197200612,0,-2.00190158015788
"2024_Q2",81,55,"mean",94,0.40124,83,0.73634,"NQ",1,20,12,-0.984892291770834,-0.411081585570178,-1.13621202585616
"2022_Q1",73,13,"mean",82,0.55299,75,1.84813,"NQ",1,20,12,0,0,0
"2022_Q3",73,13,"mean",82,0.55299,75,1.84813,"NQ",1,20,12,0,0,0
"2022_Q4",73,13,"mean",82,0.55299,75,1.84813,"NQ",1,20,12,0,0,0
"2023_Q2",73,13,"mean",82,0.55299,75,1.84813,"NQ",1,20,12,-0.214187979804886,0,0
"2023_Q4",73,13,"mean",82,0.55299,75,1.84813,"NQ",1,20,12,0,0,0
"2024_Q1",73,13,"mean",82,0.55299,75,1.84813,"NQ",1,20,12,0,0,0
"2024_Q2",73,13,"mean",82,0.55299,75,1.84813,"NQ",1,20,12,0,0,0
"2022_Q1",94,32,"mean",75,0.47226,87,1.56516,"NQ",1,20,12,9.75349683163536,-5.5346526031201,9.15150233240327
"2022_Q3",94,32,"mean",75,0.47226,87,1.56516,"NQ",1,20,12,43.3581388336466,-8.11532439800925,39.4543076847891
"2022_Q4",94,32,"mean",75,0.47226,87,1.56516,"NQ",1,20,12,11.0397102697387,-4.28884125086563,11.0397102697387
"2023_Q2",94,32,"mean",75,0.47226,87,1.56516,"NQ",1,20,12,12.4263882731937,-6.0861173908688,5.16696740340684
"2023_Q4",94,32,"mean",75,0.47226,87,1.56516,"NQ",1,20,12,0,-1.30903438973486,0
"2024_Q1",94,32,"mean",75,0.47226,87,1.56516,"NQ",1,20,12,-4.83928213048195,11.3602544397493,-4.83928213048195
"2024_Q2",94,32,"mean",75,0.47226,87,1.56516,"NQ",1,20,12,-8.27149623435576,41.3182465836532,-8.31999792734937
"2022_Q1",67,21,"median",100,0.36461,64,1.40293,"NQ",1,20,12,0,0,0
"2022_Q3",67,21,"median",100,0.36461,64,1.40293,"NQ",1,20,12,-4.63013889284175,24.9996742887133,-4.63013889284175
"2022_Q4",67,21,"median",100,0.36461,64,1.40293,"NQ",1,20,12,0,-0.46607958937668,0
"2023_Q2",67,21,"median",100,0.36461,64,1.40293,"NQ",1,20,12,-0.258992701597825,-0.469595928942685,-0.78048539846426
"2023_Q4",67,21,"median",100,0.36461,64,1.40293,"NQ",1,20,12,326.162731221732,-6.12432208952806,326.162731221732
"2024_Q1",67,21,"median",100,0.36461,64,1.40293,"NQ",1,20,12,0,0,0
"2024_Q2",67,21,"median",100,0.36461,64,1.40293,"NQ",1,20,12,Inf,-2.57713583562623,Inf
"2022_Q1",65,22,"median",91,0.34526,58,2.65229,"NQ",1,20,12,0,0,0
"2022_Q3",65,22,"median",91,0.34526,58,2.65229,"NQ",1,20,12,0,0,0
"2022_Q4",65,22,"median",91,0.34526,58,2.65229,"NQ",1,20,12,0,0,0
"2023_Q2",65,22,"median",91,0.34526,58,2.65229,"NQ",1,20,12,0,0,0
"2023_Q4",65,22,"median",91,0.34526,58,2.65229,"NQ",1,20,12,0,0,0
"2024_Q1",65,22,"median",91,0.34526,58,2.65229,"NQ",1,20,12,0,0,0
"2024_Q2",65,22,"median",91,0.34526,58,2.65229,"NQ",1,20,12,0,0,0
"2022_Q1",53,10,"median",95,0.2879,65,2.11059,"NQ",1,20,12,0,0,0
"2022_Q3",53,10,"median",95,0.2879,65,2.11059,"NQ",1,20,12,0,0,0
"2022_Q4",53,10,"median",95,0.2879,65,2.11059,"NQ",1,20,12,0,0,0
"2023_Q2",53,10,"median",95,0.2879,65,2.11059,"NQ",1,20,12,0,0,0
"2023_Q4",53,10,"median",95,0.2879,65,2.11059,"NQ",1,20,12,0,0,0
"2024_Q1",53,10,"median",95,0.2879,65,2.11059,"NQ",1,20,12,0,0,0
"2024_Q2",53,10,"median",95,0.2879,65,2.11059,"NQ",1,20,12,0,0,0
"2022_Q1",70,3,"median",16,0.50211,42,0.99711,"NQ",1,20,12,290.3922902243,-6.98266436809651,650.617370640685
"2022_Q3",70,3,"median",16,0.50211,42,0.99711,"NQ",1,20,12,-2.31233742633779,2.99069619522844,-5.97717163148792
"2022_Q4",70,3,"median",16,0.50211,42,0.99711,"NQ",1,20,12,-8.19940189381377,56.7358956490258,-10.9421623424216
"2023_Q2",70,3,"median",16,0.50211,42,0.99711,"NQ",1,20,12,0,-2.88311836283847,-11.6153612176825
"2023_Q4",70,3,"median",16,0.50211,42,0.99711,"NQ",1,20,12,0,0,-8.21276800388739
"2024_Q1",70,3,"median",16,0.50211,42,0.99711,"NQ",1,20,12,-4.14309541220646,20.7526587353866,0
"2024_Q2",70,3,"median",16,0.50211,42,0.99711,"NQ",1,20,12,-3.55791952017374,5.156146834136,-2.23843295708868
"2022_Q1",71,2,"median",19,0.50478,36,0.92728,"NQ",1,20,12,-4.59710912165422,6.3332515974316,0
"2022_Q3",71,2,"median",19,0.50478,36,0.92728,"NQ",1,20,12,7.50503884142547,-8.19570326643478,-4.97488771668054
"2022_Q4",71,2,"median",19,0.50478,36,0.92728,"NQ",1,20,12,-1.14817980730604,0.475589417725883,0
"2023_Q2",71,2,"median",19,0.50478,36,0.92728,"NQ",1,20,12,-0.171494979126048,-3.95556347608413,-8.52727340168224
"2023_Q4",71,2,"median",19,0.50478,36,0.92728,"NQ",1,20,12,11.0459208581419,-5.1860383270529,2.03492951164695
"2024_Q1",71,2,"median",19,0.50478,36,0.92728,"NQ",1,20,12,-1.83411852787665,1.10688823358428,-5.80959282640983
"2024_Q2",71,2,"median",19,0.50478,36,0.92728,"NQ",1,20,12,-4.62441028863592,3.14714965105571,-12.6918866090782
"2022_Q1",82,35,"median",72,0.09925,85,1.72478,"CAD",2,100000,10,0,0,0
"2022_Q3",82,35,"median",72,0.09925,85,1.72478,"CAD",2,100000,10,0,0,0
"2022_Q4",82,35,"median",72,0.09925,85,1.72478,"CAD",2,100000,10,0,0,0
"2023_Q2",82,35,"median",72,0.09925,85,1.72478,"CAD",2,100000,10,-0.336961245622774,0.282553503907526,-1.26478613966084
"2023_Q4",82,35,"median",72,0.09925,85,1.72478,"CAD",2,100000,10,7.14225197451707,-1.73159254694588,2.47684653744783
"2024_Q1",82,35,"median",72,0.09925,85,1.72478,"CAD",2,100000,10,0,0,0
"2024_Q2",82,35,"median",72,0.09925,85,1.72478,"CAD",2,100000,10,0,0,0
"2022_Q1",65,27,"mean",44,0.17898,68,0.53458,"CAD",2,100000,10,-0.944192349104603,-0.647302290858953,-3.05917055422203
"2022_Q3",65,27,"mean",44,0.17898,68,0.53458,"CAD",2,100000,10,0,-2.29116121430685,-0.328293752978972
"2022_Q4",65,27,"mean",44,0.17898,68,0.53458,"CAD",2,100000,10,-4.19013356008722,2.23712970231196,-5.2281913815342
"2023_Q2",65,27,"mean",44,0.17898,68,0.53458,"CAD",2,100000,10,-1.60719319144671,-0.735388292299783,-2.8852994347531
"2023_Q4",65,27,"mean",44,0.17898,68,0.53458,"CAD",2,100000,10,0,-3.80149169713328,0
"2024_Q1",65,27,"mean",44,0.17898,68,0.53458,"CAD",2,100000,10,-6.20512971325214,15.5288217755366,-6.78024779060496
"2024_Q2",65,27,"mean",44,0.17898,68,0.53458,"CAD",2,100000,10,-0.205711749315869,-0.905435252646947,-2.57836327015503
"2022_Q1",58,76,"mean",83,0.44097,48,2.4878,"CAD",2,100000,10,-4.11186764814981,6.5723185795414,-5.34181303243109
"2022_Q3",58,76,"mean",83,0.44097,48,2.4878,"CAD",2,100000,10,-2.59859321177951,2.44167031671063,-3.6813954646939
"2022_Q4",58,76,"mean",83,0.44097,48,2.4878,"CAD",2,100000,10,0,0,-0.483591957325366
"2023_Q2",58,76,"mean",83,0.44097,48,2.4878,"CAD",2,100000,10,4.61682047448802,-3.82278110287744,1.09055149043954
"2023_Q4",58,76,"mean",83,0.44097,48,2.4878,"CAD",2,100000,10,0,0,-0.557792364403402
"2024_Q1",58,76,"mean",83,0.44097,48,2.4878,"CAD",2,100000,10,-2.8344089243357,4.29110166821844,-4.31739646571501
"2024_Q2",58,76,"mean",83,0.44097,48,2.4878,"CAD",2,100000,10,0,0,-2.36710030360059
"2022_Q1",52,9,"median",38,0.39582,40,1.9407,"CAD",2,100000,10,0,0,0
"2022_Q3",52,9,"median",38,0.39582,40,1.9407,"CAD",2,100000,10,0,0,0
"2022_Q4",52,9,"median",38,0.39582,40,1.9407,"CAD",2,100000,10,0,0,0
"2023_Q2",52,9,"median",38,0.39582,40,1.9407,"CAD",2,100000,10,0,0,-0.558325510871193
"2023_Q4",52,9,"median",38,0.39582,40,1.9407,"CAD",2,100000,10,0,0,0
"2024_Q1",52,9,"median",38,0.39582,40,1.9407,"CAD",2,100000,10,0,0,0
"2024_Q2",52,9,"median",38,0.39582,40,1.9407,"CAD",2,100000,10,0,0,0
"2022_Q1",79,65,"median",47,0.32576,18,1.40674,"CAD",2,100000,10,-4.90565396318002,4.22560544521085,-5.8001092928111
"2022_Q3",79,65,"median",47,0.32576,18,1.40674,"CAD",2,100000,10,0,-0.569367248144926,-1.15729659597456
"2022_Q4",79,65,"median",47,0.32576,18,1.40674,"CAD",2,100000,10,-0.0166974434577317,-0.0774921711765463,-2.37049899735349
"2023_Q2",79,65,"median",47,0.32576,18,1.40674,"CAD",2,100000,10,-3.41236414758798,0,-4.50636908396504
"2023_Q4",79,65,"median",47,0.32576,18,1.40674,"CAD",2,100000,10,2.33174358693641,-4.23610837189683,0
"2024_Q1",79,65,"median",47,0.32576,18,1.40674,"CAD",2,100000,10,-4.75821658050443,4.61059727918685,-6.07050265762008
"2024_Q2",79,65,"median",47,0.32576,18,1.40674,"CAD",2,100000,10,0,-0.835746629845084,-2.52023051891493
"2022_Q1",31,99,"median",67,0.46967,50,2.4262,"CAD",2,100000,10,-3.29554061367619,3.54279900380202,-4.62921427253257
"2022_Q3",31,99,"median",67,0.46967,50,2.4262,"CAD",2,100000,10,-0.892334859226476,0,-2.0569814527358
"2022_Q4",31,99,"median",67,0.46967,50,2.4262,"CAD",2,100000,10,-4.30303256382856,3.34015655871592,-5.48581809834733
"2023_Q2",31,99,"median",67,0.46967,50,2.4262,"CAD",2,100000,10,0,-2.51980596819919,0
"2023_Q4",31,99,"median",67,0.46967,50,2.4262,"CAD",2,100000,10,2.15584763892081,-2.93889903202899,0
"2024_Q1",31,99,"median",67,0.46967,50,2.4262,"CAD",2,100000,10,-5.0593903591995,16.9801833122801,-5.985512406999
"2024_Q2",31,99,"median",67,0.46967,50,2.4262,"CAD",2,100000,10,0,0,-1.98451145700391
"2022_Q1",54,49,"median",72,0.56937,24,2.81099,"CAD",2,100000,10,-3.83493408323586,3.6430720702609,-5.33779530276136
"2022_Q3",54,49,"median",72,0.56937,24,2.81099,"CAD",2,100000,10,0,-1.00311161305231,-0.348884778406587
"2022_Q4",54,49,"median",72,0.56937,24,2.81099,"CAD",2,100000,10,-3.5465673059281,3.71647947895218,-5.11292122172262
"2023_Q2",54,49,"median",72,0.56937,24,2.81099,"CAD",2,100000,10,0,-1.57321958252378,-1.10765926940934
"2023_Q4",54,49,"median",72,0.56937,24,2.81099,"CAD",2,100000,10,7.4198114510942,-4.22867441226427,0.342009188247385
"2024_Q1",54,49,"median",72,0.56937,24,2.81099,"CAD",2,100000,10,-3.44585537209955,0.177795587816013,-4.88091223956374
"2024_Q2",54,49,"median",72,0.56937,24,2.81099,"CAD",2,100000,10,0,-2.38901432855574,-0.0310856695310764
"2022_Q1",79,51,"median",78,0.04007,78,2.3169,"CAD",2,100000,10,0,0,0
"2022_Q3",79,51,"median",78,0.04007,78,2.3169,"CAD",2,100000,10,0,0,0
"2022_Q4",79,51,"median",78,0.04007,78,2.3169,"CAD",2,100000,10,0,0,0
"2023_Q2",79,51,"median",78,0.04007,78,2.3169,"CAD",2,100000,10,0.294106658170916,-0.180685658470264,0
"2023_Q4",79,51,"median",78,0.04007,78,2.3169,"CAD",2,100000,10,0,0,0
"2024_Q1",79,51,"median",78,0.04007,78,2.3169,"CAD",2,100000,10,0,0,0
"2024_Q2",79,51,"median",78,0.04007,78,2.3169,"CAD",2,100000,10,0,0,0
"2022_Q1",84,52,"median",21,0.52641,14,0.81149,"CAD",2,100000,10,-3.76625038839105,0,-9.59019172597817
"2022_Q3",84,52,"median",21,0.52641,14,0.81149,"CAD",2,100000,10,0,-1.83127591931598,-8.15999898931724
"2022_Q4",84,52,"median",21,0.52641,14,0.81149,"CAD",2,100000,10,-0.728932040711853,0,-9.49250941504662
"2023_Q2",84,52,"median",21,0.52641,14,0.81149,"CAD",2,100000,10,-2.8353335071518,-1.03756744856851,-10.3985042412227
"2023_Q4",84,52,"median",21,0.52641,14,0.81149,"CAD",2,100000,10,0.632887075718489,-4.43380983425118,-8.23299033334747
"2024_Q1",84,52,"median",21,0.52641,14,0.81149,"CAD",2,100000,10,-5.03894411070543,0.642564011005657,-10.0011975959663
"2024_Q2",84,52,"median",21,0.52641,14,0.81149,"CAD",2,100000,10,-3.45230704342163,0,-9.34346647090069
"2022_Q1",28,22,"median",37,0.15998,5,1.18633,"CAD",2,100000,10,-1.98444940696155,-5.75566058148797,-3.60570679152945
"2022_Q3",28,22,"median",37,0.15998,5,1.18633,"CAD",2,100000,10,-5.44686671455919,-3.24721280010699,-6.10578787240655
"2022_Q4",28,22,"median",37,0.15998,5,1.18633,"CAD",2,100000,10,-6.99868721958102,-0.551561359922042,-7.53487853173321
"2023_Q2",28,22,"median",37,0.15998,5,1.18633,"CAD",2,100000,10,-5.718977693081,-5.61550089886493,-6.03048776148627
"2023_Q4",28,22,"median",37,0.15998,5,1.18633,"CAD",2,100000,10,-6.8320998612312,-1.20562115336446,-7.30136234808786
"2024_Q1",28,22,"median",37,0.15998,5,1.18633,"CAD",2,100000,10,-6.27366194383678,-2.89611468290016,-6.89022925652328
"2024_Q2",28,22,"median",37,0.15998,5,1.18633,"CAD",2,100000,10,-5.53311082359981,-3.44383244104806,-6.34914994513852
"2022_Q1",98,29,"mean",95,0.0072,98,1.78202,"CAD",2,100000,10,0,0,0
"2022_Q3",98,29,"mean",95,0.0072,98,1.78202,"CAD",2,100000,10,0,0,0
"2022_Q4",98,29,"mean",95,0.0072,98,1.78202,"CAD",2,100000,10,0,0,0
"2023_Q2",98,29,"mean",95,0.0072,98,1.78202,"CAD",2,100000,10,-2.39260331778773,8.81337827090077,-2.90847978560867
"2023_Q4",98,29,"mean",95,0.0072,98,1.78202,"CAD",2,100000,10,0,0,0
"2024_Q1",98,29,"mean",95,0.0072,98,1.78202,"CAD",2,100000,10,0,0,0
"2024_Q2",98,29,"mean",95,0.0072,98,1.78202,"CAD",2,100000,10,0,0,0
"2022_Q1",80,45,"median",66,0.0094,84,2.10569,"CAD",2,100000,10,0,0,0
"2022_Q3",80,45,"median",66,0.0094,84,2.10569,"CAD",2,100000,10,0,0,0
"2022_Q4",80,45,"median",66,0.0094,84,2.10569,"CAD",2,100000,10,0,0,0
"2023_Q2",80,45,"median",66,0.0094,84,2.10569,"CAD",2,100000,10,0.294106658170916,-0.180685658470264,0
"2023_Q4",80,45,"median",66,0.0094,84,2.10569,"CAD",2,100000,10,0,0,0
"2024_Q1",80,45,"median",66,0.0094,84,2.10569,"CAD",2,100000,10,0,0,0
"2024_Q2",80,45,"median",66,0.0094,84,2.10569,"CAD",2,100000,10,0,0,0
"2022_Q1",100,67,"median",95,0.14159,72,1.51987,"CAD",2,100000,10,-4.59104962856879,10.7738295897959,-5.67882654434671
"2022_Q3",100,67,"median",95,0.14159,72,1.51987,"CAD",2,100000,10,-4.7087849856371,7.42977153689842,-5.801806512022
"2022_Q4",100,67,"median",95,0.14159,72,1.51987,"CAD",2,100000,10,0,0,-0.422975354300936
"2023_Q2",100,67,"median",95,0.14159,72,1.51987,"CAD",2,100000,10,1.52347268088254,-2.98504399633175,0.253430754879703
"2023_Q4",100,67,"median",95,0.14159,72,1.51987,"CAD",2,100000,10,0,0,-1.20762977830257
"2024_Q1",100,67,"median",95,0.14159,72,1.51987,"CAD",2,100000,10,0,0,-0.871745221837947
"2024_Q2",100,67,"median",95,0.14159,72,1.51987,"CAD",2,100000,10,-3.15329271214382,3.61635849565421,-4.60567632981388
"2022_Q1",72,43,"median",81,0.07452,100,2.22994,"CAD",2,100000,10,0,0,0
"2022_Q3",72,43,"median",81,0.07452,100,2.22994,"CAD",2,100000,10,0,0,0
"2022_Q4",72,43,"median",81,0.07452,100,2.22994,"CAD",2,100000,10,0,0,0
"2023_Q2",72,43,"median",81,0.07452,100,2.22994,"CAD",2,100000,10,0,0,0
"2023_Q4",72,43,"median",81,0.07452,100,2.22994,"CAD",2,100000,10,0,0,0
"2024_Q1",72,43,"median",81,0.07452,100,2.22994,"CAD",2,100000,10,0,0,0
"2024_Q2",72,43,"median",81,0.07452,100,2.22994,"CAD",2,100000,10,0,0,0
"2022_Q1",91,6,"mean",2,0.21635,80,2.97032,"CAD",2,100000,10,0,0,0
"2022_Q3",91,6,"mean",2,0.21635,80,2.97032,"CAD",2,100000,10,0,0,0
"2022_Q4",91,6,"mean",2,0.21635,80,2.97032,"CAD",2,100000,10,0,0,0
"2023_Q2",91,6,"mean",2,0.21635,80,2.97032,"CAD",2,100000,10,0,0,0
"2023_Q4",91,6,"mean",2,0.21635,80,2.97032,"CAD",2,100000,10,0,0,0
"2024_Q1",91,6,"mean",2,0.21635,80,2.97032,"CAD",2,100000,10,0,0,0
"2024_Q2",91,6,"mean",2,0.21635,80,2.97032,"CAD",2,100000,10,0,0,0
"2022_Q1",42,83,"median",58,0.2657,65,2.58543,"CAD",2,100000,10,-2.18547594876132,3.28786022414476,-3.42118198776499
"2022_Q3",42,83,"median",58,0.2657,65,2.58543,"CAD",2,100000,10,0,0,-0.923492911294271
"2022_Q4",42,83,"median",58,0.2657,65,2.58543,"CAD",2,100000,10,0,-0.0209900286377863,0
"2023_Q2",42,83,"median",58,0.2657,65,2.58543,"CAD",2,100000,10,3.7036609562668,-3.44598100653086,1.39556877774537
"2023_Q4",42,83,"median",58,0.2657,65,2.58543,"CAD",2,100000,10,-1.29505314714544,1.41588896780536,-2.89037267246467
"2024_Q1",42,83,"median",58,0.2657,65,2.58543,"CAD",2,100000,10,-1.00518600640105,0.0510365464868353,-3.09817131594229
"2024_Q2",42,83,"median",58,0.2657,65,2.58543,"CAD",2,100000,10,-3.10402280104841,7.03508400278094,-4.63132264448389
"2022_Q1",66,36,"median",81,0.08944,86,1.59284,"CAD",2,100000,10,3.82220145832054,-1.99859507090235,1.23820521566238
"2022_Q3",66,36,"median",81,0.08944,86,1.59284,"CAD",2,100000,10,-4.49343296427123,16.0058782139856,-4.9843099782304
"2022_Q4",66,36,"median",81,0.08944,86,1.59284,"CAD",2,100000,10,0,0,0
"2023_Q2",66,36,"median",81,0.08944,86,1.59284,"CAD",2,100000,10,-2.07068633916105,3.7584613077982,-2.9441414668737
"2023_Q4",66,36,"median",81,0.08944,86,1.59284,"CAD",2,100000,10,-3.19018077340417,4.09587629611617,-4.42946694932105
"2024_Q1",66,36,"median",81,0.08944,86,1.59284,"CAD",2,100000,10,0,0,-0.715287533479803
"2024_Q2",66,36,"median",81,0.08944,86,1.59284,"CAD",2,100000,10,0,0,0
"2022_Q1",12,58,"median",59,0.08206,60,1.17567,"CAD",2,100000,10,-3.55906874075247,-1.0160810007331,-5.0752797826229
"2022_Q3",12,58,"median",59,0.08206,60,1.17567,"CAD",2,100000,10,-1.67113377751592,-3.45411389376659,-2.95019257738901
"2022_Q4",12,58,"median",59,0.08206,60,1.17567,"CAD",2,100000,10,-4.98501282607856,0.338011363227058,-5.71291734421323
"2023_Q2",12,58,"median",59,0.08206,60,1.17567,"CAD",2,100000,10,0,-5.15955379617015,-0.267889090923502
"2023_Q4",12,58,"median",59,0.08206,60,1.17567,"CAD",2,100000,10,-1.61278898234152,-2.91931807477577,-3.336378309544
"2024_Q1",12,58,"median",59,0.08206,60,1.17567,"CAD",2,100000,10,-3.90188478454596,-0.640727737064846,-5.04035348452956
"2024_Q2",12,58,"median",59,0.08206,60,1.17567,"CAD",2,100000,10,-3.41386847888601,-0.87506276063504,-4.47269642449729
"2022_Q1",88,14,"mean",86,0.31005,90,1.98962,"CAD",2,100000,10,0,0,0
"2022_Q3",88,14,"mean",86,0.31005,90,1.98962,"CAD",2,100000,10,0,0,0
"2022_Q4",88,14,"mean",86,0.31005,90,1.98962,"CAD",2,100000,10,0,0,0
"2023_Q2",88,14,"mean",86,0.31005,90,1.98962,"CAD",2,100000,10,0,0,0
"2023_Q4",88,14,"mean",86,0.31005,90,1.98962,"CAD",2,100000,10,0,0,0
"2024_Q1",88,14,"mean",86,0.31005,90,1.98962,"CAD",2,100000,10,0,0,0
"2024_Q2",88,14,"mean",86,0.31005,90,1.98962,"CAD",2,100000,10,0,0,0
"2022_Q1",76,39,"median",74,0.05177,75,2.21454,"CAD",2,100000,10,0,0,0
"2022_Q3",76,39,"median",74,0.05177,75,2.21454,"CAD",2,100000,10,0,0,0
"2022_Q4",76,39,"median",74,0.05177,75,2.21454,"CAD",2,100000,10,0,0,0
"2023_Q2",76,39,"median",74,0.05177,75,2.21454,"CAD",2,100000,10,0.397420176539513,-0.22761129313429,0
"2023_Q4",76,39,"median",74,0.05177,75,2.21454,"CAD",2,100000,10,0,0,0
