fast_ma,ma_diff,signal_estimator,window_regime,treshold_regime,volat_param,treshold_vol,instrument_name,group_data,p_val,tr_cost
18,59,median,91,0.08735000000000001,98,1.8273900000000003,SP,1,50,12
