"selected_quarter","fast_ma","ma_diff","signal_estimator","window_regime","treshold_regime","instrument_name","group_data","p_val","tr_cost","stats_mm","stats_mr","stats_fl"
"2022_Q3",48,39,"mean",92,0.64471,"XAU",2,100,15,0.19096195820317,-6.7205175265031,0
"2022_Q4",48,39,"mean",92,0.64471,"XAU",2,100,15,0.418064018881586,-7.26337982709601,0
"2023_Q2",48,39,"mean",92,0.64471,"XAU",2,100,15,-4.74927056602438,-0.0239706079434713,-5.15799664346767
"2023_Q4",48,39,"mean",92,0.64471,"XAU",2,100,15,24.277487633003,-10.4857230478432,26.7548024489488
"2024_Q1",48,39,"mean",92,0.64471,"XAU",2,100,15,-7.11463820424568,3.33826708443387,-7.28539500552056
"2024_Q2",48,39,"mean",92,0.64471,"XAU",2,100,15,14.7944169275238,-10.7044410685303,26.3977819952783
"2022_Q1",46,41,"mean",87,0.69257,"XAU",2,100,15,-4.94583383674303,-1.50715228360917,-4.89154266241744
"2022_Q3",46,41,"mean",87,0.69257,"XAU",2,100,15,2.23602562743317,-7.35704347150925,3.7309191020832
"2022_Q4",46,41,"mean",87,0.69257,"XAU",2,100,15,1.87820263742743,-7.20405067094208,0.53906852815234
"2023_Q2",46,41,"mean",87,0.69257,"XAU",2,100,15,-6.11251119778062,0,-6.73494745465408
"2023_Q4",46,41,"mean",87,0.69257,"XAU",2,100,15,30.5904043873764,-10.5851146317069,31.4208387409029
"2024_Q1",46,41,"mean",87,0.69257,"XAU",2,100,15,-6.67915039883637,2.5859963178476,-7.21494413644128
"2024_Q2",46,41,"mean",87,0.69257,"XAU",2,100,15,17.5909257955055,-10.9822510675664,48.5994213704095
"2022_Q1",49,41,"mean",87,0.6868,"XAU",2,100,15,-3.6630485913283,-2.35026741763952,-2.85455583927274
"2022_Q3",49,41,"mean",87,0.6868,"XAU",2,100,15,0,-5.73215176804978,0
"2022_Q4",49,41,"mean",87,0.6868,"XAU",2,100,15,9.16908196588171,-9.15611111014672,4.89923915700935
"2023_Q2",49,41,"mean",87,0.6868,"XAU",2,100,15,-4.39459090131068,0,-5.0792932632516
"2023_Q4",49,41,"mean",87,0.6868,"XAU",2,100,15,26.2366733338963,-10.1734337997531,25.0528665100176
"2024_Q1",49,41,"mean",87,0.6868,"XAU",2,100,15,-6.38491471211169,1.88253245537847,-6.80216855894179
"2024_Q2",49,41,"mean",87,0.6868,"XAU",2,100,15,23.6176229832848,-11.0056954547718,45.4404664566875
"2022_Q1",51,40,"mean",87,0.66752,"XAU",2,100,15,-6.77596230978305,0.382113594491047,-6.2436463826163
"2022_Q3",51,40,"mean",87,0.66752,"XAU",2,100,15,0.910299312425809,-6.84635632966879,0.750821798041524
"2022_Q4",51,40,"mean",87,0.66752,"XAU",2,100,15,7.31071377220613,-8.44045330096898,3.72637629748343
"2023_Q2",51,40,"mean",87,0.66752,"XAU",2,100,15,-6.15967042874338,0.822681487678685,-6.72246000394095
"2023_Q4",51,40,"mean",87,0.66752,"XAU",2,100,15,12.5719151931609,-9.47333898833376,11.1145589954816
"2024_Q1",51,40,"mean",87,0.66752,"XAU",2,100,15,-6.57078653162259,2.95219671325634,-6.89021038060949
"2024_Q2",51,40,"mean",87,0.66752,"XAU",2,100,15,30.0595761309749,-10.9958514398717,21.5346539771807
"2022_Q1",49,36,"mean",86,0.693,"XAU",2,100,15,-5.49802999680376,-0.937682785094135,-4.84603752493884
"2022_Q3",49,36,"mean",86,0.693,"XAU",2,100,15,0,-6.47320618521228,0.433181774059611
"2022_Q4",49,36,"mean",86,0.693,"XAU",2,100,15,0.52138765754759,-7.16589513985684,-0.264816313291855
"2023_Q2",49,36,"mean",86,0.693,"XAU",2,100,15,-3.54602201893317,-1.33396942013485,-3.29380738469607
"2023_Q4",49,36,"mean",86,0.693,"XAU",2,100,15,32.7119693663853,-10.7745614691994,32.6520001866891
"2024_Q1",49,36,"mean",86,0.693,"XAU",2,100,15,-6.11735970093159,0,-6.87668253011608
"2024_Q2",49,36,"mean",86,0.693,"XAU",2,100,15,12.9783214100182,-10.7996454464779,25.5243557772221
"2022_Q1",47,38,"mean",88,0.68412,"XAU",2,100,15,-3.77739448898553,-4.06710071121579,-2.97917681403745
"2022_Q3",47,38,"mean",88,0.68412,"XAU",2,100,15,0,-6.12514757403393,0.12388682595325
"2022_Q4",47,38,"mean",88,0.68412,"XAU",2,100,15,0,-5.85791171607929,-1.65964351783063
"2023_Q2",47,38,"mean",88,0.68412,"XAU",2,100,15,-5.56824267201493,0,-6.24469109112483
"2023_Q4",47,38,"mean",88,0.68412,"XAU",2,100,15,33.310794510817,-10.8691334520342,37.5722176149957
"2024_Q1",47,38,"mean",88,0.68412,"XAU",2,100,15,-6.46058318336528,1.09563784497552,-7.00462450282783
"2024_Q2",47,38,"mean",88,0.68412,"XAU",2,100,15,9.24527887537557,-10.6993319957617,27.440151663358
"2022_Q1",49,41,"median",33,0.6601,"XAU",2,100,15,-5.95002354956001,-1.77969085928446,-5.12983564208312
"2022_Q3",49,41,"median",33,0.6601,"XAU",2,100,15,1.20267221842905,-7.38855100824173,-4.57707759040357
"2022_Q4",49,41,"median",33,0.6601,"XAU",2,100,15,15.1101405535588,-9.61022060932351,3.59917502742736
"2023_Q2",49,41,"median",33,0.6601,"XAU",2,100,15,-2.4828218844985,-5.54775281406356,-4.96329146102129
"2023_Q4",49,41,"median",33,0.6601,"XAU",2,100,15,7.37679706700556,-9.95281911834617,-2.96329818725437
"2024_Q1",49,41,"median",33,0.6601,"XAU",2,100,15,-7.44493993415533,4.86372409838858,-8.65838969526348
"2024_Q2",49,41,"median",33,0.6601,"XAU",2,100,15,27.1711302248184,-12.204796224635,0
"2022_Q1",53,42,"mean",89,0.69973,"XAU",2,100,15,-3.77516349983053,-2.31421688002893,-3.31296539753745
"2022_Q3",53,42,"mean",89,0.69973,"XAU",2,100,15,-0.434849732303002,-5.54579860824524,-0.0477849547763014
"2022_Q4",53,42,"mean",89,0.69973,"XAU",2,100,15,3.71799337901843,-8.14692949907022,2.28968034556048
"2023_Q2",53,42,"mean",89,0.69973,"XAU",2,100,15,-3.45059571135111,-0.415840505694739,-4.27234308236193
"2023_Q4",53,42,"mean",89,0.69973,"XAU",2,100,15,5.14612603653937,-7.9350837705549,6.57861203957533
"2024_Q1",53,42,"mean",89,0.69973,"XAU",2,100,15,-6.39754428209271,4.07901991802856,-6.8738538894617
"2024_Q2",53,42,"mean",89,0.69973,"XAU",2,100,15,23.2192595021517,-10.6530396686705,23.6584899087936
"2022_Q1",46,39,"mean",86,0.67513,"XAU",2,100,15,-4.42219989421597,-3.56910953057475,-3.17303834381128
"2022_Q3",46,39,"mean",86,0.67513,"XAU",2,100,15,0,-6.51832597473203,0.519473452732819
"2022_Q4",46,39,"mean",86,0.67513,"XAU",2,100,15,0.216233640981484,-6.54273113509398,0
"2023_Q2",46,39,"mean",86,0.67513,"XAU",2,100,15,-6.45823460961141,0.507929864155768,-6.79350570485169
"2023_Q4",46,39,"mean",86,0.67513,"XAU",2,100,15,31.7467063657672,-10.6819439376552,32.6457173753381
"2024_Q1",46,39,"mean",86,0.67513,"XAU",2,100,15,-6.9772496653947,2.97270498777783,-7.43663124776406
"2024_Q2",46,39,"mean",86,0.67513,"XAU",2,100,15,12.3245151922788,-10.9192401264554,29.8854755073049
"2022_Q1",47,42,"mean",93,0.64614,"XAU",2,100,15,-3.87494440704978,-2.87673724536805,-2.74094931844846
"2022_Q3",47,42,"mean",93,0.64614,"XAU",2,100,15,3.19457064767434,-7.41055749277378,2.66165674529679
"2022_Q4",47,42,"mean",93,0.64614,"XAU",2,100,15,4.42442514445591,-8.07287242855939,0.83012043806787
"2023_Q2",47,42,"mean",93,0.64614,"XAU",2,100,15,-5.53823395073752,0,-6.03082791491443
"2023_Q4",47,42,"mean",93,0.64614,"XAU",2,100,15,17.7321111104117,-10.1630118212121,17.6592826079821
"2024_Q1",47,42,"mean",93,0.64614,"XAU",2,100,15,-7.54598287860502,5.42684078391561,-7.65805614225989
"2024_Q2",47,42,"mean",93,0.64614,"XAU",2,100,15,25.0925892015019,-11.3104046769655,48.1567282483703
"2022_Q1",51,37,"mean",12,0.63532,"XAU",2,100,15,-5.96606691485387,-0.372457471819335,-11.8981209106092
"2022_Q3",51,37,"mean",12,0.63532,"XAU",2,100,15,0,-6.20428273943212,-10.0898227327553
"2022_Q4",51,37,"mean",12,0.63532,"XAU",2,100,15,6.15920406937845,-8.79730575100638,-10.0912787450091
"2023_Q2",51,37,"mean",12,0.63532,"XAU",2,100,15,-5.24916783520582,0.00113983831293119,-13.6551821745426
"2023_Q4",51,37,"mean",12,0.63532,"XAU",2,100,15,22.1607970398927,-10.0387216955453,-13.9870184353197
"2024_Q1",51,37,"mean",12,0.63532,"XAU",2,100,15,-6.94440787662251,3.18268808100463,-13.4567416967559
"2024_Q2",51,37,"mean",12,0.63532,"XAU",2,100,15,15.9223451171319,-10.9307853049929,-13.5467973960039
"2022_Q1",48,41,"mean",94,0.64275,"XAU",2,100,15,-5.36501702929627,-1.04025191645158,-4.46365406020954
"2022_Q3",48,41,"mean",94,0.64275,"XAU",2,100,15,1.15423823345697,-6.9570876768783,1.48754699554326
"2022_Q4",48,41,"mean",94,0.64275,"XAU",2,100,15,4.40958028001283,-8.15988301017743,0.66527368297121
"2023_Q2",48,41,"mean",94,0.64275,"XAU",2,100,15,-6.50418978422996,1.09391924032278,-6.6388003490647
"2023_Q4",48,41,"mean",94,0.64275,"XAU",2,100,15,22.806822000379,-10.0754371002826,24.2939740776805
"2024_Q1",48,41,"mean",94,0.64275,"XAU",2,100,15,-7.48407156920513,5.50212655093779,-7.39969115694248
"2024_Q2",48,41,"mean",94,0.64275,"XAU",2,100,15,18.6096258854223,-10.9440098296708,21.2857470440315
"2022_Q1",47,40,"mean",92,0.66169,"XAU",2,100,15,-5.4143304639446,-0.717518571658719,-4.47049562075377
"2022_Q3",47,40,"mean",92,0.66169,"XAU",2,100,15,0.105524764881452,-6.45536034809489,0
"2022_Q4",47,40,"mean",92,0.66169,"XAU",2,100,15,2.97359426911106,-7.75238962335097,0.814684755557885
"2023_Q2",47,40,"mean",92,0.66169,"XAU",2,100,15,-6.38836936663789,0.13982770161212,-6.63567855640217
"2023_Q4",47,40,"mean",92,0.66169,"XAU",2,100,15,31.2787479641533,-10.6492927934654,32.5176274153776
"2024_Q1",47,40,"mean",92,0.66169,"XAU",2,100,15,-6.53173943633661,1.63335446105855,-6.75294676679473
"2024_Q2",47,40,"mean",92,0.66169,"XAU",2,100,15,17.384946215257,-10.8919757688635,32.3884066904449
"2022_Q1",84,42,"mean",88,0.68339,"XAU",2,100,15,0.0124610867864554,-3.99496731117417,0
"2022_Q3",84,42,"mean",88,0.68339,"XAU",2,100,15,-2.4595566432211,-0.150155952334043,-2.48623704646556
"2022_Q4",84,42,"mean",88,0.68339,"XAU",2,100,15,5.25382827683362,-8.93253974264633,9.67950114024252
"2023_Q2",84,42,"mean",88,0.68339,"XAU",2,100,15,-5.62450312800631,2.14937882105188,-4.67302819771637
"2023_Q4",84,42,"mean",88,0.68339,"XAU",2,100,15,2.27537569498402,-7.05044257384394,1.61689909666335
"2024_Q1",84,42,"mean",88,0.68339,"XAU",2,100,15,-3.05089878983957,0.0308012672078535,-3.18600546071454
"2024_Q2",84,42,"mean",88,0.68339,"XAU",2,100,15,2.6085814693449,-4.56090993954409,0.295470589955245
"2022_Q1",49,35,"mean",86,0.65237,"XAU",2,100,15,-5.43395923162858,-1.39694087773277,-4.46125477727572
"2022_Q3",49,35,"mean",86,0.65237,"XAU",2,100,15,0,-6.26422343096177,0
"2022_Q4",49,35,"mean",86,0.65237,"XAU",2,100,15,0.105910589228001,-7.13305427521441,-0.31351233846473
"2023_Q2",49,35,"mean",86,0.65237,"XAU",2,100,15,-4.00496997586923,-1.14144644105061,-4.22127844333266
"2023_Q4",49,35,"mean",86,0.65237,"XAU",2,100,15,25.429161134489,-10.5040259868225,27.1063216628824
"2024_Q1",49,35,"mean",86,0.65237,"XAU",2,100,15,-5.40220726722215,0,-5.92349259397476
"2024_Q2",49,35,"mean",86,0.65237,"XAU",2,100,15,6.32842609353897,-10.4322254109112,12.1607436937852
"2022_Q1",46,38,"mean",93,0.6752,"XAU",2,100,15,-4.58956474512132,-3.42186891573173,-3.11580468486153
"2022_Q3",46,38,"mean",93,0.6752,"XAU",2,100,15,0,-6.47814303259458,0
"2022_Q4",46,38,"mean",93,0.6752,"XAU",2,100,15,0,-5.96849462077436,0
"2023_Q2",46,38,"mean",93,0.6752,"XAU",2,100,15,-5.66359065905112,0.00133356930454403,-6.49673833414352
"2023_Q4",46,38,"mean",93,0.6752,"XAU",2,100,15,35.4226882660663,-10.8531863416704,35.5032853221877
"2024_Q1",46,38,"mean",93,0.6752,"XAU",2,100,15,-7.02451935620795,3.12540845433986,-7.39147374617488
"2024_Q2",46,38,"mean",93,0.6752,"XAU",2,100,15,9.16797290298467,-10.4759156111718,24.1630583149101
"2022_Q1",45,43,"mean",90,0.6278,"XAU",2,100,15,-4.48318415796797,-2.4248556257688,-3.0282555253459
"2022_Q3",45,43,"mean",90,0.6278,"XAU",2,100,15,1.60090644160276,-7.11978348903192,1.22777314311993
"2022_Q4",45,43,"mean",90,0.6278,"XAU",2,100,15,1.36822407571072,-6.90215623019876,0.352075881449517
"2023_Q2",45,43,"mean",90,0.6278,"XAU",2,100,15,-5.47736626306323,0,-5.82420275526689
"2023_Q4",45,43,"mean",90,0.6278,"XAU",2,100,15,34.7274956492306,-10.6084091572388,35.8795515825989
"2024_Q1",45,43,"mean",90,0.6278,"XAU",2,100,15,-6.91412810820489,2.84012011842953,-6.88040726920673
"2024_Q2",45,43,"mean",90,0.6278,"XAU",2,100,15,17.6160397901479,-11.1218182288391,41.0348762951086
"2022_Q1",45,44,"mean",89,0.70105,"XAU",2,100,15,-5.18596794896281,-1.11728075026975,-4.25385402646728
"2022_Q3",45,44,"mean",89,0.70105,"XAU",2,100,15,2.19622308080409,-7.36892350832036,1.65836627250064
"2022_Q4",45,44,"mean",89,0.70105,"XAU",2,100,15,0.0582845631160242,-6.7542482904108,0.10852436279002
"2023_Q2",45,44,"mean",89,0.70105,"XAU",2,100,15,-5.54330876143451,0,-6.44196625972443
"2023_Q4",45,44,"mean",89,0.70105,"XAU",2,100,15,25.3617326893012,-10.270004423774,25.7831614732948
"2024_Q1",45,44,"mean",89,0.70105,"XAU",2,100,15,-7.42155241605142,6.47928112920977,-7.7485591556751
"2024_Q2",45,44,"mean",89,0.70105,"XAU",2,100,15,39.2176562168417,-11.6193814653612,27.4879307244939
"2022_Q1",54,47,"mean",49,0.63164,"XAU",2,100,15,-2.50777227436481,-2.46304781571094,-4.70036351890112
"2022_Q3",54,47,"mean",49,0.63164,"XAU",2,100,15,1.97686986931902,-7.24236333987554,0
"2022_Q4",54,47,"mean",49,0.63164,"XAU",2,100,15,1.23713646329015,-7.39349564478459,0.149918972206436
"2023_Q2",54,47,"mean",49,0.63164,"XAU",2,100,15,-4.511861735261,0,-5.44198941457449
"2023_Q4",54,47,"mean",49,0.63164,"XAU",2,100,15,14.9761961577612,-9.08883941197396,13.1243705915424
"2024_Q1",54,47,"mean",49,0.63164,"XAU",2,100,15,-5.54204016066222,2.6528778825942,-6.54511760780468
"2024_Q2",54,47,"mean",49,0.63164,"XAU",2,100,15,10.0453643246346,-9.68049159903166,6.70719724346052
"2022_Q1",45,40,"mean",86,0.68691,"XAU",2,100,15,-3.90962076133887,-3.56164246218823,-5.10083776275861
"2022_Q3",45,40,"mean",86,0.68691,"XAU",2,100,15,-0.0223968063550524,-6.03617103680776,-0.395229519183629
"2022_Q4",45,40,"mean",86,0.68691,"XAU",2,100,15,0,-6.15047661883726,-0.43848463736809
"2023_Q2",45,40,"mean",86,0.68691,"XAU",2,100,15,-4.6892801321373,-0.409953236073608,-5.30881873640885
"2023_Q4",45,40,"mean",86,0.68691,"XAU",2,100,15,41.9314326164159,-10.4621555711115,41.7806065200249
"2024_Q1",45,40,"mean",86,0.68691,"XAU",2,100,15,-6.9386076037701,2.36484822179339,-7.49547463771894
"2024_Q2",45,40,"mean",86,0.68691,"XAU",2,100,15,12.2734598788267,-10.9614218550495,37.4062541267519
"2022_Q1",50,39,"mean",86,0.69077,"XAU",2,100,15,-5.38674653537231,-0.591528917308635,-4.15548741758086
"2022_Q3",50,39,"mean",86,0.69077,"XAU",2,100,15,0.370604822787843,-6.58487617191612,0.528198571233867
"2022_Q4",50,39,"mean",86,0.69077,"XAU",2,100,15,9.28122864688412,-9.13011988479645,6.89516838171434
"2023_Q2",50,39,"mean",86,0.69077,"XAU",2,100,15,-4.71671331299886,0,-5.27022244238562
"2023_Q4",50,39,"mean",86,0.69077,"XAU",2,100,15,27.0702559260651,-10.2827161181161,26.5889269116093
"2024_Q1",50,39,"mean",86,0.69077,"XAU",2,100,15,-7.38694917542165,4.71166253325129,-7.79413513106131
"2024_Q2",50,39,"mean",86,0.69077,"XAU",2,100,15,21.0665244906554,-11.0379286674734,51.8032110840086
"2022_Q1",52,38,"mean",85,0.68877,"XAU",2,100,15,-6.59804117035226,0.117307800310713,-6.10379144308255
"2022_Q3",52,38,"mean",85,0.68877,"XAU",2,100,15,1.02717514194784,-7.06718967732014,0.843605878638322
"2022_Q4",52,38,"mean",85,0.68877,"XAU",2,100,15,4.77708297518115,-8.07435534982552,3.13692798140807
"2023_Q2",52,38,"mean",85,0.68877,"XAU",2,100,15,-6.00382109156347,0.458729430033092,-6.63640025015878
"2023_Q4",52,38,"mean",85,0.68877,"XAU",2,100,15,10.2487390964617,-9.39633318849668,10.4736982143327
"2024_Q1",52,38,"mean",85,0.68877,"XAU",2,100,15,-6.93040227445291,4.33599657772923,-7.41513878998679
"2024_Q2",52,38,"mean",85,0.68877,"XAU",2,100,15,28.2916887100683,-11.0720842851603,25.1409247830676
"2022_Q1",50,35,"mean",86,0.62016,"XAU",2,100,15,-6.4732236556368,0,-5.90760728538703
"2022_Q3",50,35,"mean",86,0.62016,"XAU",2,100,15,0,-6.0495775855544,0
"2022_Q4",50,35,"mean",86,0.62016,"XAU",2,100,15,1.01684275748765,-7.35146450981336,0
"2023_Q2",50,35,"mean",86,0.62016,"XAU",2,100,15,-4.15005945219318,-0.782971524222195,-4.45363360414241
"2023_Q4",50,35,"mean",86,0.62016,"XAU",2,100,15,28.5509963756718,-10.5790689849118,31.7135797170003
"2024_Q1",50,35,"mean",86,0.62016,"XAU",2,100,15,-6.33176092186108,0.397172622978699,-6.41126908281094
"2024_Q2",50,35,"mean",86,0.62016,"XAU",2,100,15,11.7227602032409,-10.8569854386868,17.672845658015
"2022_Q1",49,39,"median",90,0.70331,"XAU",2,100,15,-5.89245147369108,-1.93420045106967,-5.91043355446368
"2022_Q3",49,39,"median",90,0.70331,"XAU",2,100,15,0.702288721275508,-7.01584019324062,0.933932037306216
"2022_Q4",49,39,"median",90,0.70331,"XAU",2,100,15,8.54156750212933,-9.41084794902623,5.48988723757777
"2023_Q2",49,39,"median",90,0.70331,"XAU",2,100,15,-1.18833079617914,-6.4608483637316,-2.24768621021196
"2023_Q4",49,39,"median",90,0.70331,"XAU",2,100,15,16.0308578357498,-10.523632384942,13.7243025002234
"2024_Q1",49,39,"median",90,0.70331,"XAU",2,100,15,-7.25445932350428,2.57637047119009,-7.41885580605234
"2024_Q2",49,39,"median",90,0.70331,"XAU",2,100,15,23.8327423988221,-12.1177826400552,20.8926316371884
"2022_Q1",48,43,"mean",87,0.66973,"XAU",2,100,15,-2.46536627086374,-4.06989385408555,-0.856562226251088
"2022_Q3",48,43,"mean",87,0.66973,"XAU",2,100,15,0.297581456935062,-6.31211189134898,0.167054344186825
"2022_Q4",48,43,"mean",87,0.66973,"XAU",2,100,15,4.84225764057122,-8.45935353508471,1.01483650187651
"2023_Q2",48,43,"mean",87,0.66973,"XAU",2,100,15,-6.62059330152089,0.56019373487081,-7.0150934013054
"2023_Q4",48,43,"mean",87,0.66973,"XAU",2,100,15,16.0801384639603,-9.68357675078711,21.2943176807311
"2024_Q1",48,43,"mean",87,0.66973,"XAU",2,100,15,-5.62739517805726,0.416980233020589,-6.14082620689454
"2024_Q2",48,43,"mean",87,0.66973,"XAU",2,100,15,31.2822169265687,-11.0463991790844,22.7660161153385
"2022_Q1",45,11,"mean",85,0.68799,"XAU",2,100,15,-0.319367294206332,-8.97847442246677,0
"2022_Q3",45,11,"mean",85,0.68799,"XAU",2,100,15,-5.40100446594092,-6.45143616304205,-5.67028156224443
"2022_Q4",45,11,"mean",85,0.68799,"XAU",2,100,15,-3.20438992817121,-6.35973523335345,-2.25415138825333
"2023_Q2",45,11,"mean",85,0.68799,"XAU",2,100,15,-8.20059104516022,0,-8.57388846463942
"2023_Q4",45,11,"mean",85,0.68799,"XAU",2,100,15,-0.691172984817563,-8.4966329406785,-2.15420728375735
"2024_Q1",45,11,"mean",85,0.68799,"XAU",2,100,15,-5.25977243813677,-7.49897496694303,-5.29402646748934
"2024_Q2",45,11,"mean",85,0.68799,"XAU",2,100,15,1.96817798423634,-10.9309041376761,0
"2022_Q1",44,95,"mean",91,0.65897,"XAU",2,100,15,-0.215804902034435,-3.68572004723644,0.784753335697592
"2022_Q3",44,95,"mean",91,0.65897,"XAU",2,100,15,-0.100715202819839,-5.13382696879433,-0.534996025923846
"2022_Q4",44,95,"mean",91,0.65897,"XAU",2,100,15,-0.15963402976625,-3.69292474671176,0
"2023_Q2",44,95,"mean",91,0.65897,"XAU",2,100,15,-2.35854435835587,-0.563268907764795,-1.7547047992384
"2023_Q4",44,95,"mean",91,0.65897,"XAU",2,100,15,2.57809770559727,-6.77735205371497,2.08325452003244
"2024_Q1",44,95,"mean",91,0.65897,"XAU",2,100,15,-6.26249000772986,4.67775653076717,-6.47405344999799
"2024_Q2",44,95,"mean",91,0.65897,"XAU",2,100,15,1.61056634085409,-5.17549292246189,0.0745056042221464
"2022_Q1",51,37,"mean",88,0.70676,"XAU",2,100,15,-5.96606691485387,-0.372457471819335,-5.30544551990787
"2022_Q3",51,37,"mean",88,0.70676,"XAU",2,100,15,0,-6.20428273943212,0.270055218434845
"2022_Q4",51,37,"mean",88,0.70676,"XAU",2,100,15,6.15920406937845,-8.79730575100638,3.02284036401618
"2023_Q2",51,37,"mean",88,0.70676,"XAU",2,100,15,-5.24916783520582,0.00113983831293119,-5.12865844038488
"2023_Q4",51,37,"mean",88,0.70676,"XAU",2,100,15,22.1607970398927,-10.0387216955453,21.0793501672241
"2024_Q1",51,37,"mean",88,0.70676,"XAU",2,100,15,-6.94440787662251,3.18268808100463,-7.43075427007975
"2024_Q2",51,37,"mean",88,0.70676,"XAU",2,100,15,15.9223451171319,-10.9307853049929,40.5724686752639
"2022_Q1",47,40,"mean",84,0.68527,"XAU",2,100,15,-5.4143304639446,-0.717518571658719,-4.54946830325575
"2022_Q3",47,40,"mean",84,0.68527,"XAU",2,100,15,0.105524764881452,-6.45536034809489,0.544335356734106
"2022_Q4",47,40,"mean",84,0.68527,"XAU",2,100,15,2.97359426911106,-7.75238962335097,0.136434989041462
"2023_Q2",47,40,"mean",84,0.68527,"XAU",2,100,15,-6.38836936663789,0.13982770161212,-6.76666284446573
"2023_Q4",47,40,"mean",84,0.68527,"XAU",2,100,15,31.2787479641533,-10.6492927934654,26.229386523916
"2024_Q1",47,40,"mean",84,0.68527,"XAU",2,100,15,-6.53173943633661,1.63335446105855,-6.98647318565112
"2024_Q2",47,40,"mean",84,0.68527,"XAU",2,100,15,17.384946215257,-10.8919757688635,33.6959990494579
"2022_Q1",55,45,"mean",87,0.66647,"XAU",2,100,15,-5.16518384962632,-1.0559104791105,-4.2931398130348
"2022_Q3",55,45,"mean",87,0.66647,"XAU",2,100,15,0.23288151465423,-6.77547395380216,0.263160044227358
"2022_Q4",55,45,"mean",87,0.66647,"XAU",2,100,15,0.419271738646769,-6.87932171250387,0.413116096730095
"2023_Q2",55,45,"mean",87,0.66647,"XAU",2,100,15,-3.94394774824936,-0.0631882565290151,-4.16785973191512
"2023_Q4",55,45,"mean",87,0.66647,"XAU",2,100,15,14.4209017398178,-9.15492319775384,16.051451067963
"2024_Q1",55,45,"mean",87,0.66647,"XAU",2,100,15,-6.28536297582264,3.94756907158154,-6.7789996575269
"2024_Q2",55,45,"mean",87,0.66647,"XAU",2,100,15,8.75259138720662,-9.34378841881377,6.94237664792212
"2022_Q1",44,43,"mean",41,0.69654,"XAU",2,100,15,-4.52566719421612,-2.30026406288212,-8.14907554590903
"2022_Q3",44,43,"mean",41,0.69654,"XAU",2,100,15,-0.0466361888793151,-6.09342981189002,-4.72481797885025
"2022_Q4",44,43,"mean",41,0.69654,"XAU",2,100,15,1.38685342722172,-6.97798375416078,0
"2023_Q2",44,43,"mean",41,0.69654,"XAU",2,100,15,-5.23368411752836,0,-5.93964033926452
"2023_Q4",44,43,"mean",41,0.69654,"XAU",2,100,15,26.9627701813206,-9.76578373089251,0.214539421427901
"2024_Q1",44,43,"mean",41,0.69654,"XAU",2,100,15,-7.3826587947778,4.77457913015681,-10.1358936622218
"2024_Q2",44,43,"mean",41,0.69654,"XAU",2,100,15,17.5213765440168,-11.0936795710124,6.05980290521478
"2022_Q1",49,41,"mean",90,0.71044,"XAU",2,100,15,-3.6630485913283,-2.35026741763952,-1.96872053976448
"2022_Q3",49,41,"mean",90,0.71044,"XAU",2,100,15,0,-5.73215176804978,0
"2022_Q4",49,41,"mean",90,0.71044,"XAU",2,100,15,9.16908196588171,-9.15611111014672,3.47625654669365
"2023_Q2",49,41,"mean",90,0.71044,"XAU",2,100,15,-4.39459090131068,0,-4.94728008550265
"2023_Q4",49,41,"mean",90,0.71044,"XAU",2,100,15,26.2366733338963,-10.1734337997531,23.6380706638412
"2024_Q1",49,41,"mean",90,0.71044,"XAU",2,100,15,-6.38491471211169,1.88253245537847,-6.82712937177809
"2024_Q2",49,41,"mean",90,0.71044,"XAU",2,100,15,23.6176229832848,-11.0056954547718,48.8400693733438
"2022_Q1",51,42,"mean",90,0.68474,"XAU",2,100,15,-5.3614252287405,-0.66261750441572,-4.11405976473743
"2022_Q3",51,42,"mean",90,0.68474,"XAU",2,100,15,1.71883968991592,-7.11226096872474,1.28652491190213
"2022_Q4",51,42,"mean",90,0.68474,"XAU",2,100,15,9.63135512679464,-8.90364236103546,4.62088204639972
"2023_Q2",51,42,"mean",90,0.68474,"XAU",2,100,15,-4.8688317962215,0,-5.64058193898914
"2023_Q4",51,42,"mean",90,0.68474,"XAU",2,100,15,8.2182704700616,-8.4997427866358,9.07254203739751
"2024_Q1",51,42,"mean",90,0.68474,"XAU",2,100,15,-6.73254665684277,4.3570226434661,-7.19387547354788
"2024_Q2",51,42,"mean",90,0.68474,"XAU",2,100,15,22.7713373411907,-10.8393056593201,19.1381206250573
"2022_Q1",53,47,"mean",91,0.67502,"XAU",2,100,15,-1.68421938294317,-2.77632177783082,-0.927432762235605
"2022_Q3",53,47,"mean",91,0.67502,"XAU",2,100,15,2.8398650300144,-7.8215350781913,1.51245574126681
"2022_Q4",53,47,"mean",91,0.67502,"XAU",2,100,15,1.78125357903916,-7.68036349873103,0.694154519812881
"2023_Q2",53,47,"mean",91,0.67502,"XAU",2,100,15,-5.2414287245011,0.0523927766851432,-4.67144089027241
"2023_Q4",53,47,"mean",91,0.67502,"XAU",2,100,15,15.1570206741016,-9.30396247227955,14.6338881514784
"2024_Q1",53,47,"mean",91,0.67502,"XAU",2,100,15,-6.70227547301008,5.25942627555225,-6.8476896257596
"2024_Q2",53,47,"mean",91,0.67502,"XAU",2,100,15,9.96811092277587,-9.5471265667906,7.37095946035435
"2022_Q1",49,41,"mean",95,0.71319,"XAU",2,100,15,-3.6630485913283,-2.35026741763952,-2.61011094975556
