"selected_quarter","fast_ma","ma_diff","signal_estimator","window_regime","treshold_regime","instrument_name","group_data","p_val","tr_cost","stats_mm","stats_mr","stats_fl"
"2024_Q2",57,88,"mean",89,0.1288,"CAD",2,100000,10,-3.34447106374313,-1.4842917224543,-3.34447106374313
"2022_Q1",61,10,"median",96,0.37023,"AUD",2,100000,10,-5.82884347374025,-7.70834102181676,-5.7453095484574
"2022_Q3",61,10,"median",96,0.37023,"AUD",2,100000,10,-2.77905369789413,-8.2292796336744,-3.05793384945992
"2022_Q4",61,10,"median",96,0.37023,"AUD",2,100000,10,-8.39428434581701,0,-8.53573438997982
"2023_Q2",61,10,"median",96,0.37023,"AUD",2,100000,10,-7.9819210088928,-5.76363979195754,-7.92420326979214
"2023_Q4",61,10,"median",96,0.37023,"AUD",2,100000,10,-5.4764213336578,-7.40762483485078,-5.49944008661976
"2024_Q1",61,10,"median",96,0.37023,"AUD",2,100000,10,-5.62081214595213,-7.04479067488026,-5.94398776825251
"2024_Q2",61,10,"median",96,0.37023,"AUD",2,100000,10,-4.16233163651029,-7.78381454453695,-4.009656041296
"2022_Q1",64,84,"median",40,0.528,"AUD",2,100000,10,-2.29296905719931,-1.8285414067141,-1.54186334328638
"2022_Q3",64,84,"median",40,0.528,"AUD",2,100000,10,-1.94714031025405,-1.05313320042527,-2.0946207412456
"2022_Q4",64,84,"median",40,0.528,"AUD",2,100000,10,-4.52272836473151,0,-4.89726574888285
"2023_Q2",64,84,"median",40,0.528,"AUD",2,100000,10,0,-4.61291695278944,-2.21263619991331
"2023_Q4",64,84,"median",40,0.528,"AUD",2,100000,10,0,-4.90969095558189,0
"2024_Q1",64,84,"median",40,0.528,"AUD",2,100000,10,-6.36336712449441,4.64819045850231,-6.52415703456683
"2024_Q2",64,84,"median",40,0.528,"AUD",2,100000,10,-0.0793656874572659,-4.31509310389074,-2.02696800459569
"2022_Q1",73,33,"mean",12,0.51358,"AUD",2,100000,10,0,-4.96767308890262,-10.2939003736685
"2022_Q3",73,33,"mean",12,0.51358,"AUD",2,100000,10,-2.91466706435003,-3.31852914077297,-10.9348540355612
"2022_Q4",73,33,"mean",12,0.51358,"AUD",2,100000,10,-1.61650532805387,-4.56284350059986,-10.622741302381
"2023_Q2",73,33,"mean",12,0.51358,"AUD",2,100000,10,-3.24445917043743,-3.29534100677265,-12.0991760350518
"2023_Q4",73,33,"mean",12,0.51358,"AUD",2,100000,10,-0.581445165428312,-5.14534449694538,-11.1359437739012
"2024_Q1",73,33,"mean",12,0.51358,"AUD",2,100000,10,-6.55693704334957,0,-11.4198256546866
"2024_Q2",73,33,"mean",12,0.51358,"AUD",2,100000,10,-3.15791581213445,-3.85626369453961,-10.6970722337219
"2022_Q1",98,4,"mean",59,0.01079,"AUD",2,100000,10,-2.74198965051592,-6.56991409796445,-2.71072664308343
"2022_Q3",98,4,"mean",59,0.01079,"AUD",2,100000,10,-5.51598040049084,-4.2384171778997,-5.50782899253876
"2022_Q4",98,4,"mean",59,0.01079,"AUD",2,100000,10,-5.39792254310513,-6.28208295056706,-5.39792254310513
"2023_Q2",98,4,"mean",59,0.01079,"AUD",2,100000,10,-5.60072361511702,-5.20517833498704,-5.59029158483901
"2023_Q4",98,4,"mean",59,0.01079,"AUD",2,100000,10,-2.88059431316378,-7.21762490772216,-2.83635762842202
"2024_Q1",98,4,"mean",59,0.01079,"AUD",2,100000,10,-8.40797172447229,0,-8.3839456657218
"2024_Q2",98,4,"mean",59,0.01079,"AUD",2,100000,10,-6.37920847792767,-5.40028148314471,-6.31763780561487
"2022_Q1",83,1,"median",45,0.26233,"AUD",2,100000,10,-12.2015270868093,-11.9715996872925,-12.1873375735636
"2022_Q3",83,1,"median",45,0.26233,"AUD",2,100000,10,-10.6611066439306,-11.1402796440827,-10.6413218735543
"2022_Q4",83,1,"median",45,0.26233,"AUD",2,100000,10,-11.0974411188214,-11.7919998345938,-11.0953580282365
"2023_Q2",83,1,"median",45,0.26233,"AUD",2,100000,10,-11.2433562837957,-11.1590262921006,-11.2433562837957
"2023_Q4",83,1,"median",45,0.26233,"AUD",2,100000,10,-12.1996120672118,-11.7241079878728,-12.2083190361467
"2024_Q1",83,1,"median",45,0.26233,"AUD",2,100000,10,-11.893351996897,-11.668050179065,-11.8732688162729
"2024_Q2",83,1,"median",45,0.26233,"AUD",2,100000,10,-12.2267170192441,-12.3022249967013,-12.2361808187851
"2022_Q1",88,46,"median",24,0.02007,"AUD",2,100000,10,-1.13497456230551,-2.79792085492445,-1.24424138907452
"2022_Q3",88,46,"median",24,0.02007,"AUD",2,100000,10,-6.39824457625553,5.1284238540059,-6.30956619819255
"2022_Q4",88,46,"median",24,0.02007,"AUD",2,100000,10,0,-5.69436132805057,0
"2023_Q2",88,46,"median",24,0.02007,"AUD",2,100000,10,-0.331585313598934,-5.12458719167507,-4.28140166561235
"2023_Q4",88,46,"median",24,0.02007,"AUD",2,100000,10,0,-5.07222483027884,0
"2024_Q1",88,46,"median",24,0.02007,"AUD",2,100000,10,-6.71617588800072,4.207644022909,-6.83830073859663
"2024_Q2",88,46,"median",24,0.02007,"AUD",2,100000,10,-1.98934887106581,-4.73478386383144,-2.87605165075268
"2022_Q1",14,71,"median",23,0.08393,"AUD",2,100000,10,-6.82844946067309,-2.77130274149911,-7.20141151063986
"2022_Q3",14,71,"median",23,0.08393,"AUD",2,100000,10,-4.59688248683674,-4.75418070471491,-4.81146935099793
"2022_Q4",14,71,"median",23,0.08393,"AUD",2,100000,10,-6.60062468779529,-2.01754710864213,-6.98067745608127
"2023_Q2",14,71,"median",23,0.08393,"AUD",2,100000,10,-3.5154447291943,-6.53701699486395,-6.90566790190287
"2023_Q4",14,71,"median",23,0.08393,"AUD",2,100000,10,-7.23758822899811,-2.87757595776184,-7.53876543781161
"2024_Q1",14,71,"median",23,0.08393,"AUD",2,100000,10,-1.93776653492029,-6.89729249537335,-2.68992898083732
"2024_Q2",14,71,"median",23,0.08393,"AUD",2,100000,10,-3.27002275384525,-6.62494031640386,-4.48304374466235
"2022_Q1",77,67,"median",25,0.69501,"AUD",2,100000,10,-2.76877014257752,-1.42377897620792,-7.22240123142512
"2022_Q3",77,67,"median",25,0.69501,"AUD",2,100000,10,-3.73409745594305,0,-6.08515724418379
"2022_Q4",77,67,"median",25,0.69501,"AUD",2,100000,10,-0.841835781749143,-3.54379327873302,-6.25790981145832
"2023_Q2",77,67,"median",25,0.69501,"AUD",2,100000,10,-0.870475688555412,-3.64719006200453,-8.4112035316593
"2023_Q4",77,67,"median",25,0.69501,"AUD",2,100000,10,-0.562620503025997,-4.31179598095335,-8.14398190097165
"2024_Q1",77,67,"median",25,0.69501,"AUD",2,100000,10,-6.94165588363413,8.76470321539975,-9.0023122703067
"2024_Q2",77,67,"median",25,0.69501,"AUD",2,100000,10,-1.63072646511761,-2.85873442661199,-7.32027395804089
"2022_Q1",6,63,"median",67,0.43679,"AUD",2,100000,10,-7.79760318061385,-5.38502147862037,-7.81292350177895
"2022_Q3",6,63,"median",67,0.43679,"AUD",2,100000,10,-6.51036167852293,-6.18732401594236,-6.51507144777398
"2022_Q4",6,63,"median",67,0.43679,"AUD",2,100000,10,-6.23082312853853,-6.89984643042908,-5.96492320841838
"2023_Q2",6,63,"median",67,0.43679,"AUD",2,100000,10,-3.85771527212719,-8.24029009294945,-4.19416318121102
"2023_Q4",6,63,"median",67,0.43679,"AUD",2,100000,10,-8.62215249309008,-4.78434925966691,-8.6132688467659
"2024_Q1",6,63,"median",67,0.43679,"AUD",2,100000,10,-5.80336658756748,-7.58508402842248,-5.7991586037206
"2024_Q2",6,63,"median",67,0.43679,"AUD",2,100000,10,-6.33124039883164,-7.74369833895242,-6.55486563679745
"2022_Q1",60,39,"median",85,0.5713,"AUD",2,100000,10,-4.29868095574479,-4.16158284644736,-4.29868095574479
"2022_Q3",60,39,"median",85,0.5713,"AUD",2,100000,10,0,-6.51605210459959,0
"2022_Q4",60,39,"median",85,0.5713,"AUD",2,100000,10,-6.95826155699,0.566920453877573,-6.76530377395552
"2023_Q2",60,39,"median",85,0.5713,"AUD",2,100000,10,-4.67982326947215,-4.09158561961089,-4.79450205107412
"2023_Q4",60,39,"median",85,0.5713,"AUD",2,100000,10,-0.938073111158186,-5.69317670938457,-1.02389253741524
"2024_Q1",60,39,"median",85,0.5713,"AUD",2,100000,10,-6.43024384991834,0,-6.52972746030043
"2024_Q2",60,39,"median",85,0.5713,"AUD",2,100000,10,-2.29504774316729,-4.33312133557767,-2.99873963272134
"2022_Q1",33,100,"mean",43,0.68837,"AUD",2,100000,10,-0.60443238220322,-3.69666372374013,-3.55518214763531
"2022_Q3",33,100,"mean",43,0.68837,"AUD",2,100000,10,-5.10647781946118,0.0476014096811123,-5.48652833318908
"2022_Q4",33,100,"mean",43,0.68837,"AUD",2,100000,10,-7.14914877201008,11.5856331534234,-7.19862645165569
"2023_Q2",33,100,"mean",43,0.68837,"AUD",2,100000,10,-2.84099391140524,-0.84155860241851,-5.58168478885167
"2023_Q4",33,100,"mean",43,0.68837,"AUD",2,100000,10,0,-5.29451428902271,-4.29613042156549
"2024_Q1",33,100,"mean",43,0.68837,"AUD",2,100000,10,-5.4893618255299,0,-6.11251869942587
"2024_Q2",33,100,"mean",43,0.68837,"AUD",2,100000,10,0,-4.87952673106908,-3.77779978150968
"2022_Q1",100,95,"median",33,0.20793,"AUD",2,100000,10,-3.5444980131421,0,-3.55276311211311
"2022_Q3",100,95,"median",33,0.20793,"AUD",2,100000,10,-1.8599891882724,0,-2.08720169274202
"2022_Q4",100,95,"median",33,0.20793,"AUD",2,100000,10,3.08381062325961,-5.21358285733907,1.8367997929346
"2023_Q2",100,95,"median",33,0.20793,"AUD",2,100000,10,-3.81007412303107,0,-4.01696505094987
"2023_Q4",100,95,"median",33,0.20793,"AUD",2,100000,10,0.188711409627598,-4.61892004095873,0.624255078641326
"2024_Q1",100,95,"median",33,0.20793,"AUD",2,100000,10,-3.81800180291301,0,-4.01679381576112
"2024_Q2",100,95,"median",33,0.20793,"AUD",2,100000,10,-2.23981549169602,-1.21119609903737,-2.25116016949007
"2022_Q1",40,98,"median",38,0.18928,"AUD",2,100000,10,0,-4.16011523065532,0
"2022_Q3",40,98,"median",38,0.18928,"AUD",2,100000,10,-5.38549755225855,0.581921824676619,-5.35432624541644
"2022_Q4",40,98,"median",38,0.18928,"AUD",2,100000,10,-5.3252916085616,0,-5.54488849654392
"2023_Q2",40,98,"median",38,0.18928,"AUD",2,100000,10,-3.27073382133603,-3.09376065839321,-3.28800726116052
"2023_Q4",40,98,"median",38,0.18928,"AUD",2,100000,10,6.20694124848703,-6.48330852341654,4.92280112383045
"2024_Q1",40,98,"median",38,0.18928,"AUD",2,100000,10,-6.25034362162585,1.9792601630453,-6.21706328719827
"2024_Q2",40,98,"median",38,0.18928,"AUD",2,100000,10,-1.5517615151852,-4.18724455621342,-2.6275266204606
"2022_Q1",38,100,"median",7,0.1922,"AUD",2,100000,10,0,-4.06965332972436,-11.2116838691139
"2022_Q3",38,100,"median",7,0.1922,"AUD",2,100000,10,-5.55365620592062,1.31258802860983,-11.2523059915271
"2022_Q4",38,100,"median",7,0.1922,"AUD",2,100000,10,-6.11582542033305,0.973448602002739,-11.0465432162492
"2023_Q2",38,100,"median",7,0.1922,"AUD",2,100000,10,-2.52348211943013,-3.60187649955231,-12.2738752675703
"2023_Q4",38,100,"median",7,0.1922,"AUD",2,100000,10,2.07285546381575,-6.08918822492809,-11.1149898144815
"2024_Q1",38,100,"median",7,0.1922,"AUD",2,100000,10,-6.1321471910995,1.27872501805164,-11.5651143108421
"2024_Q2",38,100,"median",7,0.1922,"AUD",2,100000,10,-1.22172887367008,-4.55585752694041,-11.347581305252
"2022_Q1",39,85,"mean",65,0.22523,"AUD",2,100000,10,0,-4.88514966431822,0
"2022_Q3",39,85,"mean",65,0.22523,"AUD",2,100000,10,-4.48721741603908,0,-4.48721741603908
"2022_Q4",39,85,"mean",65,0.22523,"AUD",2,100000,10,-7.36930357375184,11.5994956541785,-7.3865117775013
"2023_Q2",39,85,"mean",65,0.22523,"AUD",2,100000,10,-2.46531626762378,-1.88824032183458,-2.46202064962004
"2023_Q4",39,85,"mean",65,0.22523,"AUD",2,100000,10,0,-5.64718603822783,0
"2024_Q1",39,85,"mean",65,0.22523,"AUD",2,100000,10,-5.76454119427266,0,-5.76454119427266
"2024_Q2",39,85,"mean",65,0.22523,"AUD",2,100000,10,-0.62077309656522,-4.90706926767767,-0.796859937447667
"2022_Q1",24,83,"median",33,0.32109,"AUD",2,100000,10,-5.40901034650661,-2.31544826211827,-5.58045559981843
"2022_Q3",24,83,"median",33,0.32109,"AUD",2,100000,10,-4.08300189741776,-3.25445319348738,-4.7494822100215
"2022_Q4",24,83,"median",33,0.32109,"AUD",2,100000,10,-6.59283231609948,0.179181987065497,-7.04299216412604
"2023_Q2",24,83,"median",33,0.32109,"AUD",2,100000,10,-5.4060044022414,-1.93328308452272,-7.0942804658631
"2023_Q4",24,83,"median",33,0.32109,"AUD",2,100000,10,-3.88452581774177,-5.34549844648956,-4.2387758414561
"2024_Q1",24,83,"median",33,0.32109,"AUD",2,100000,10,-5.03392237399067,-2.82595907987493,-5.23759753728535
"2024_Q2",24,83,"median",33,0.32109,"AUD",2,100000,10,-2.05220360880436,-4.78748156469741,-3.57148454693432
"2022_Q1",51,91,"median",51,0.13939,"AUD",2,100000,10,0,-5.03617924661408,0
"2022_Q3",51,91,"median",51,0.13939,"AUD",2,100000,10,-3.5732078950896,0,-3.56110901997345
"2022_Q4",51,91,"median",51,0.13939,"AUD",2,100000,10,-5.13307574704599,0.0351019791407184,-4.95597600810496
"2023_Q2",51,91,"median",51,0.13939,"AUD",2,100000,10,-0.642716845505367,-4.53504644680246,-0.725758813720966
"2023_Q4",51,91,"median",51,0.13939,"AUD",2,100000,10,1.16618001456906,-5.8363872035553,1.16618001456906
"2024_Q1",51,91,"median",51,0.13939,"AUD",2,100000,10,-6.32518904676271,2.59999870340443,-6.31629798145908
"2024_Q2",51,91,"median",51,0.13939,"AUD",2,100000,10,-0.451905152735393,-4.42451785186302,-1.22769147942005
"2022_Q1",50,57,"median",55,0.1104,"AUD",2,100000,10,-1.82728505236173,-5.16547648244987,-1.75285829089483
"2022_Q3",50,57,"median",55,0.1104,"AUD",2,100000,10,-2.4746661151736,-3.78997840312262,-2.46177848160664
"2022_Q4",50,57,"median",55,0.1104,"AUD",2,100000,10,-4.57648416240038,-1.04719920132107,-4.45147466804203
"2023_Q2",50,57,"median",55,0.1104,"AUD",2,100000,10,-5.10387848756005,-2.50590285880326,-5.1710383773593
"2023_Q4",50,57,"median",55,0.1104,"AUD",2,100000,10,0,-6.60027279797787,0
"2024_Q1",50,57,"median",55,0.1104,"AUD",2,100000,10,-6.2867234892803,0,-6.2867234892803
"2024_Q2",50,57,"median",55,0.1104,"AUD",2,100000,10,-0.959081735855074,-5.68786986866072,-1.48352251423205
"2022_Q1",95,75,"mean",72,0.13999,"AUD",2,100000,10,-1.58915978162615,-0.782371080014868,-1.54305070074958
"2022_Q3",95,75,"mean",72,0.13999,"AUD",2,100000,10,-4.27509372644365,0.513023140246846,-4.27509372644365
"2022_Q4",95,75,"mean",72,0.13999,"AUD",2,100000,10,-1.83432848142387,-0.847037634468319,-2.01306245940202
"2023_Q2",95,75,"mean",72,0.13999,"AUD",2,100000,10,-0.576401031092003,-2.22884026786332,-0.576401031092003
"2023_Q4",95,75,"mean",72,0.13999,"AUD",2,100000,10,0,-4.68540940327244,0
"2024_Q1",95,75,"mean",72,0.13999,"AUD",2,100000,10,-4.56990407102376,0,-4.5547751050419
"2024_Q2",95,75,"mean",72,0.13999,"AUD",2,100000,10,0.497301356189077,-5.38296060652668,0.698354665227648
"2022_Q1",95,73,"mean",76,0.30071,"AUD",2,100000,10,-1.93966067645158,-0.617840707814565,-1.91986813998515
"2022_Q3",95,73,"mean",76,0.30071,"AUD",2,100000,10,-4.70484062626981,1.40677282381912,-4.70484062626981
"2022_Q4",95,73,"mean",76,0.30071,"AUD",2,100000,10,-0.823953054847118,-1.72874867936651,-0.853685021544301
"2023_Q2",95,73,"mean",76,0.30071,"AUD",2,100000,10,0,-2.96107991268246,0
"2023_Q4",95,73,"mean",76,0.30071,"AUD",2,100000,10,1.00743643911097,-4.95886370503315,1.00743643911097
"2024_Q1",95,73,"mean",76,0.30071,"AUD",2,100000,10,-4.33865374875137,0,-4.34997273054746
"2024_Q2",95,73,"mean",76,0.30071,"AUD",2,100000,10,2.00888001973782,-5.68440257078813,2.30404710732952
"2022_Q1",89,75,"mean",78,0.78976,"AUD",2,100000,10,-3.21163768782539,0,-1.72791956136116
"2022_Q3",89,75,"mean",78,0.78976,"AUD",2,100000,10,-3.75423387078218,0,-3.84253582669284
"2022_Q4",89,75,"mean",78,0.78976,"AUD",2,100000,10,-4.10581299312298,0,-1.33573325696381
"2023_Q2",89,75,"mean",78,0.78976,"AUD",2,100000,10,0,-4.43974069356268,0
"2023_Q4",89,75,"mean",78,0.78976,"AUD",2,100000,10,0,-4.10462863433942,-0.878086347393607
"2024_Q1",89,75,"mean",78,0.78976,"AUD",2,100000,10,-4.91358147812587,0,-5.79264307887519
"2024_Q2",89,75,"mean",78,0.78976,"AUD",2,100000,10,0.851069769102449,-5.5729644057743,-2.10559682074898
"2022_Q1",99,76,"mean",79,0.29875,"AUD",2,100000,10,-0.343515369396169,-2.17570204213636,-0.323948144987874
"2022_Q3",99,76,"mean",79,0.29875,"AUD",2,100000,10,-3.40757569070303,0,-3.40757569070303
"2022_Q4",99,76,"mean",79,0.29875,"AUD",2,100000,10,0,-3.36521230040027,0
"2023_Q2",99,76,"mean",79,0.29875,"AUD",2,100000,10,-2.18149347658797,-0.252729784786568,-2.18149347658797
"2023_Q4",99,76,"mean",79,0.29875,"AUD",2,100000,10,1.78682905868387,-4.68988060898978,1.78682905868387
"2024_Q1",99,76,"mean",79,0.29875,"AUD",2,100000,10,-5.04476620258257,0,-5.06991985041681
"2024_Q2",99,76,"mean",79,0.29875,"AUD",2,100000,10,0,-4.02971650299471,0
"2022_Q1",94,54,"mean",78,0.31032,"AUD",2,100000,10,-2.75439662314924,-0.196233253021418,-2.75439662314924
"2022_Q3",94,54,"mean",78,0.31032,"AUD",2,100000,10,-5.74428691688414,4.07229334554021,-5.73555323157694
"2022_Q4",94,54,"mean",78,0.31032,"AUD",2,100000,10,0,-4.46902196949994,0
"2023_Q2",94,54,"mean",78,0.31032,"AUD",2,100000,10,0,-4.57561994637882,0
"2023_Q4",94,54,"mean",78,0.31032,"AUD",2,100000,10,0,-5.09250515383732,0
"2024_Q1",94,54,"mean",78,0.31032,"AUD",2,100000,10,-5.76997779269458,0,-5.78581450721171
"2024_Q2",94,54,"mean",78,0.31032,"AUD",2,100000,10,0.601894305089969,-5.6533512626268,0.877748712236127
"2022_Q1",74,76,"mean",98,0.438,"AUD",2,100000,10,-0.0171433533175289,-2.67920656579564,-0.0171433533175289
"2022_Q3",74,76,"mean",98,0.438,"AUD",2,100000,10,-2.87824652201065,0,-2.86596299617752
"2022_Q4",74,76,"mean",98,0.438,"AUD",2,100000,10,-4.72328031753898,0,-4.75741328341519
"2023_Q2",74,76,"mean",98,0.438,"AUD",2,100000,10,-0.735012964295183,-3.20884697031075,-0.73087435972488
"2023_Q4",74,76,"mean",98,0.438,"AUD",2,100000,10,0,-4.65052876504246,0
"2024_Q1",74,76,"mean",98,0.438,"AUD",2,100000,10,-5.84382985632487,0.443293740999139,-5.83343957074777
"2024_Q2",74,76,"mean",98,0.438,"AUD",2,100000,10,0,-5.41074838681017,0
"2022_Q1",84,63,"mean",87,0.28552,"AUD",2,100000,10,-0.359344151538417,-2.4709952343952,-0.359344151538417
"2022_Q3",84,63,"mean",87,0.28552,"AUD",2,100000,10,-5.5450487904472,3.28745495552071,-5.5364640166653
"2022_Q4",84,63,"mean",87,0.28552,"AUD",2,100000,10,-2.63990968810717,-0.42577502839127,-2.41775261757588
"2023_Q2",84,63,"mean",87,0.28552,"AUD",2,100000,10,-0.490567771975401,-3.876976695282,-0.490567771975401
"2023_Q4",84,63,"mean",87,0.28552,"AUD",2,100000,10,0,-5.13060270165059,0
"2024_Q1",84,63,"mean",87,0.28552,"AUD",2,100000,10,-6.56523479909879,9.32266650321908,-6.56523479909879
"2024_Q2",84,63,"mean",87,0.28552,"AUD",2,100000,10,0.96025219472478,-5.95470594409309,1.22804471538636
"2022_Q1",93,76,"mean",72,0.38201,"AUD",2,100000,10,-2.24453197927933,-0.320022317371472,-2.24453197927933
"2022_Q3",93,76,"mean",72,0.38201,"AUD",2,100000,10,-3.64735107731893,0,-3.63453459556088
"2022_Q4",93,76,"mean",72,0.38201,"AUD",2,100000,10,-0.883420461082449,-1.55288145448629,-0.849891648084315
"2023_Q2",93,76,"mean",72,0.38201,"AUD",2,100000,10,-0.187607593678085,-2.49740480982523,-0.213377469905673
"2023_Q4",93,76,"mean",72,0.38201,"AUD",2,100000,10,1.80310753699972,-5.10433203085003,1.80310753699972
"2024_Q1",93,76,"mean",72,0.38201,"AUD",2,100000,10,-4.40741048483875,0,-4.49101654170159
"2024_Q2",93,76,"mean",72,0.38201,"AUD",2,100000,10,0.239126115133515,-5.30071549558204,0.339444324918599
"2022_Q1",80,47,"mean",85,0.37227,"AUD",2,100000,10,-0.0281333019399365,-3.8730218194978,-0.0281333019399365
"2022_Q3",80,47,"mean",85,0.37227,"AUD",2,100000,10,-3.34511864127381,0,-3.33324799250765
"2022_Q4",80,47,"mean",85,0.37227,"AUD",2,100000,10,0,-4.85566550199962,0
"2023_Q2",80,47,"mean",85,0.37227,"AUD",2,100000,10,-3.41118155400307,-1.44339192312428,-3.40771387212454
"2023_Q4",80,47,"mean",85,0.37227,"AUD",2,100000,10,0.323942996247262,-5.80628982746676,0.323942996247262
"2024_Q1",80,47,"mean",85,0.37227,"AUD",2,100000,10,-7.10195471246999,11.5272454533393,-7.10195471246999
"2024_Q2",80,47,"mean",85,0.37227,"AUD",2,100000,10,-0.0686299129290626,-5.0585527923847,-0.379886891568148
"2022_Q1",69,87,"mean",75,0.4626,"AUD",2,100000,10,0,-2.6840542519715,0
"2022_Q3",69,87,"mean",75,0.4626,"AUD",2,100000,10,-2.74093968141609,0,-2.74093968141609
"2022_Q4",69,87,"mean",75,0.4626,"AUD",2,100000,10,-3.44075180029982,0,-3.38966554975701
"2023_Q2",69,87,"mean",75,0.4626,"AUD",2,100000,10,-0.802585833331553,-3.15788411690594,-0.900292173185193
"2023_Q4",69,87,"mean",75,0.4626,"AUD",2,100000,10,0,-5.1443532986982,0
"2024_Q1",69,87,"mean",75,0.4626,"AUD",2,100000,10,-5.00932532741848,0,-5.16376752734639
"2024_Q2",69,87,"mean",75,0.4626,"AUD",2,100000,10,2.02903944884145,-5.67171804673292,2.32475613093991
"2022_Q1",89,79,"mean",90,0.35207,"AUD",2,100000,10,-3.24491189851289,0,-3.22788533284506
"2022_Q3",89,79,"mean",90,0.35207,"AUD",2,100000,10,-4.10419891339375,0.35108642860403,-4.10419891339375
"2022_Q4",89,79,"mean",90,0.35207,"AUD",2,100000,10,-3.50558437523347,0,-3.61115250788879
"2023_Q2",89,79,"mean",90,0.35207,"AUD",2,100000,10,0,-3.40267714816403,0
"2023_Q4",89,79,"mean",90,0.35207,"AUD",2,100000,10,0,-4.38305411146471,0
"2024_Q1",89,79,"mean",90,0.35207,"AUD",2,100000,10,-4.35375925838538,0,-4.33805354461876
"2024_Q2",89,79,"mean",90,0.35207,"AUD",2,100000,10,0,-5.10842820668663,0
"2022_Q1",92,33,"mean",66,0.38907,"AUD",2,100000,10,0,-4.0266686415366,0
"2022_Q3",92,33,"mean",66,0.38907,"AUD",2,100000,10,-5.98531055330675,3.28145022404387,-5.9778654711493
"2022_Q4",92,33,"mean",66,0.38907,"AUD",2,100000,10,0,-5.54615506823417,0
"2023_Q2",92,33,"mean",66,0.38907,"AUD",2,100000,10,-1.58603140493194,-3.33178115029849,-1.70790341957095
"2023_Q4",92,33,"mean",66,0.38907,"AUD",2,100000,10,0,-5.40167390997366,0
"2024_Q1",92,33,"mean",66,0.38907,"AUD",2,100000,10,-7.13548994153633,9.96071418038827,-7.13548994153633
"2024_Q2",92,33,"mean",66,0.38907,"AUD",2,100000,10,0,-5.82727319615806,0
"2022_Q1",57,19,"mean",100,0.25456,"AUD",2,100000,10,-3.70478792478261,-5.93844279765275,-3.62090110434618
"2022_Q3",57,19,"mean",100,0.25456,"AUD",2,100000,10,0,-7.41200706316843,0
"2022_Q4",57,19,"mean",100,0.25456,"AUD",2,100000,10,-7.93038627276358,6.95690932912035,-7.97961669027804
"2023_Q2",57,19,"mean",100,0.25456,"AUD",2,100000,10,-5.6537919047542,-1.98211550274531,-5.69983529913643
"2023_Q4",57,19,"mean",100,0.25456,"AUD",2,100000,10,-2.19078574175111,-6.94225871192326,-2.07365511079914
"2024_Q1",57,19,"mean",100,0.25456,"AUD",2,100000,10,-2.87691716572795,-5.8988637600768,-2.84529585111675
"2024_Q2",57,19,"mean",100,0.25456,"AUD",2,100000,10,-2.66475453130944,-6.0636364947037,-2.33374986351869
"2022_Q1",73,91,"mean",76,0.44021,"AUD",2,100000,10,-1.39596001457193,-1.01140327723531,-1.39596001457193
"2022_Q3",73,91,"mean",76,0.44021,"AUD",2,100000,10,-3.48349467268621,0,-3.48349467268621
"2022_Q4",73,91,"mean",76,0.44021,"AUD",2,100000,10,-2.26337279642155,-0.195275401644952,-2.51285931884608
"2023_Q2",73,91,"mean",76,0.44021,"AUD",2,100000,10,-0.152384805474395,-3.59689730479506,-0.24711392530813
"2023_Q4",73,91,"mean",76,0.44021,"AUD",2,100000,10,0,-4.35932233911828,0
"2024_Q1",73,91,"mean",76,0.44021,"AUD",2,100000,10,-5.15268533173954,0,-5.2912026718553
"2024_Q2",73,91,"mean",76,0.44021,"AUD",2,100000,10,4.26881097878119,-6.00211518244135,4.6981695121137
"2022_Q1",84,89,"mean",80,0.51894,"AUD",2,100000,10,-1.50518938034686,-0.896720594423996,-1.50518938034686
"2022_Q3",84,89,"mean",80,0.51894,"AUD",2,100000,10,-3.00623581682885,0,-3.00623581682885
"2022_Q4",84,89,"mean",80,0.51894,"AUD",2,100000,10,-3.44245155693355,0,-3.98065452930429
"2023_Q2",84,89,"mean",80,0.51894,"AUD",2,100000,10,-0.223095573495498,-2.45550005416221,-0.464133122328099
"2023_Q4",84,89,"mean",80,0.51894,"AUD",2,100000,10,0,-4.41917209325977,0
"2024_Q1",84,89,"mean",80,0.51894,"AUD",2,100000,10,-5.00261251072587,0,-4.97888698664796
"2024_Q2",84,89,"mean",80,0.51894,"AUD",2,100000,10,1.8057444878311,-5.47072443400255,0.904419629082456
"2022_Q1",67,70,"mean",93,0.33813,"AUD",2,100000,10,0,-4.10051946764042,0
"2022_Q3",67,70,"mean",93,0.33813,"AUD",2,100000,10,-4.02480768246517,0,-4.02480768246517
"2022_Q4",67,70,"mean",93,0.33813,"AUD",2,100000,10,-2.72669916073354,-0.827683376080746,-2.72669916073354
"2023_Q2",67,70,"mean",93,0.33813,"AUD",2,100000,10,-0.423410321838591,-3.96461141279791,-0.404244947667364
"2023_Q4",67,70,"mean",93,0.33813,"AUD",2,100000,10,0.210385089052273,-5.62245149216482,0.210385089052273
"2024_Q1",67,70,"mean",93,0.33813,"AUD",2,100000,10,-6.10141272354979,0.818153522518844,-6.10141272354979
"2024_Q2",67,70,"mean",93,0.33813,"AUD",2,100000,10,-1.51219831387763,-3.83901663745772,-1.96408914813901
"2022_Q1",100,80,"mean",71,0.57471,"AUD",2,100000,10,-1.03727645086875,-0.976742558187949,-1.03727645086875
